Date,"Flu","Sinusitis","Fatigue","Feeling cold","Bronchitis","Pneumonia","Headache","Congestion","Chest pain","Soar throat"
2017-01-11,182,3835,136,0,4207,10555,1375,160,411,0
2017-01-12,122,3761,144,0,4057,10647,1305,184,468,0
2017-01-13,133,3305,108,0,3692,10262,1200,150,417,0
2017-01-14,122,2878,120,0,3348,9018,1125,114,332,0
2017-01-15,130,3021,101,0,3334,9742,1227,130,404,1
2017-01-16,146,3417,118,0,4218,10270,1372,159,488,0
2017-01-17,158,3777,144,0,4190,10864,1381,173,420,1
2017-01-18,128,3568,169,0,4000,10982,1288,169,462,0
2017-01-19,133,3472,147,0,4107,10158,1322,170,416,0
2017-01-20,133,3043,101,1,3625,10210,1164,141,406,2
2017-01-21,112,2640,88,0,3198,9433,1069,98,437,1
2017-01-22,140,2826,109,0,3175,9471,1167,138,407,1
2017-01-23,166,3489,158,0,4194,11044,1394,196,487,1
2017-01-24,137,3545,138,0,4134,11168,1425,209,461,0
2017-01-25,117,3550,148,1,3910,11674,1281,186,484,1
2017-01-26,142,3368,137,0,3727,13318,1200,175,439,1
2017-01-27,119,3092,100,0,3520,9918,1158,196,456,0
2017-01-28,94,2907,85,1,3235,9743,1084,111,413,0
2017-01-29,106,2958,93,0,3048,9795,1388,151,417,0
2017-01-30,146,3604,115,0,3816,10200,1442,163,467,0
2017-01-31,152,3758,114,0,3848,10291,1356,162,449,0
2017-02-01,154,3705,132,0,3798,10689,1311,170,441,1
2017-02-02,125,3560,123,0,3737,10913,1222,186,392,0
2017-02-03,143,3331,131,0,3460,9413,1242,166,415,1
2017-02-04,127,2935,83,0,3028,9695,1220,109,394,2
2017-02-05,125,3116,105,0,2984,9089,1355,140,434,1
2017-02-06,134,3731,122,0,3958,10155,1363,158,437,1
2017-02-07,159,3829,148,0,4048,10702,1405,194,528,2
2017-02-08,143,3775,157,0,3851,10819,1412,152,478,1
2017-02-09,149,3476,112,0,3682,10137,1287,168,461,2
2017-02-10,159,3328,128,1,3614,9273,1238,167,433,0
2017-02-11,126,3136,106,1,2897,8134,1166,120,425,1
2017-02-12,132,3107,106,1,3067,9053,1325,148,417,1
2017-02-13,131,3615,159,0,3972,10857,1562,157,502,2
2017-02-14,144,3499,123,0,3723,9431,1441,158,464,0
2017-02-15,143,3723,142,0,3806,9929,1387,174,514,1
2017-02-16,170,3744,178,0,3751,10051,1435,190,455,0
2017-02-17,93,3243,132,0,3480,8801,1347,149,415,2
2017-02-18,103,2902,96,0,3078,8485,1349,134,427,0
2017-02-19,107,3052,98,0,3143,9116,1365,149,417,0
2017-02-20,127,3581,149,1,4202,10051,1541,147,483,1
2017-02-21,127,3878,134,2,4159,10383,1596,175,507,1
2017-02-22,162,3731,146,0,3950,10219,1587,178,535,4
2017-02-23,142,3442,137,0,3509,9548,1444,156,457,0
2017-02-24,112,3240,102,0,3195,8993,1227,146,403,0
2017-02-25,96,2847,76,0,2848,9179,1218,120,409,1
2017-02-26,105,2930,129,1,2830,13994,1368,118,373,0
2017-02-27,118,3266,143,0,3564,10175,1615,194,520,1
2017-02-28,136,3509,129,0,3720,13535,1552,181,483,0
2017-03-01,127,3299,131,0,3656,9839,1559,150,492,4
2017-03-02,129,3391,136,0,3400,9661,1502,157,524,0
2017-03-03,105,3070,120,0,3006,8563,1260,140,438,1
2017-03-04,106,2779,144,0,2538,7533,1331,114,381,2
2017-03-05,104,2867,101,1,2689,8326,1388,150,398,1
2017-03-06,125,3586,124,0,3432,9425,1593,157,456,2
2017-03-07,112,3755,150,1,3594,9230,1591,178,604,2
2017-03-08,113,3615,125,1,3272,9191,1448,220,495,1
2017-03-09,116,3365,128,0,3258,8589,1386,188,460,2
2017-03-10,107,3057,115,1,2908,8107,1195,140,490,1
2017-03-11,89,2790,120,0,2555,7443,1036,126,389,4
2017-03-12,115,2824,118,0,2659,7888,1270,136,429,3
2017-03-13,104,3472,135,0,3407,8631,1742,154,479,4
2017-03-14,113,3279,153,0,3097,8777,1879,171,514,1
2017-03-15,107,3288,164,0,3174,8752,1220,194,480,5
2017-03-16,99,3083,128,0,3071,8384,1233,167,443,1
2017-03-17,96,2798,99,1,2620,7430,1160,139,432,0
2017-03-18,79,2616,104,3,2506,7221,1119,128,392,0
2017-03-19,92,2747,84,2,2593,7911,1226,138,449,0
2017-03-20,127,3255,146,0,3375,9523,1362,172,479,1
2017-03-21,126,3277,161,2,3276,8987,1404,163,531,1
2017-03-22,102,3325,148,0,3422,8876,1386,155,504,4
2017-03-23,123,3368,160,0,3286,8680,1405,160,487,1
2017-03-24,103,3011,118,0,2895,8196,1224,146,439,1
2017-03-25,89,2587,92,1,2600,7004,1097,115,374,1
2017-03-26,102,2665,131,0,2570,7920,1219,133,366,1
2017-03-27,97,3116,123,0,3489,8604,1392,139,463,1
2017-03-28,100,3065,140,0,3296,8544,1347,191,474,1
2017-03-29,119,2977,113,0,3231,8807,1370,164,476,3
2017-03-30,103,3013,127,0,3141,8546,1213,134,495,3
2017-03-31,97,2636,140,0,2984,8079,1124,145,450,1
2017-04-01,64,2347,114,0,2401,7045,952,112,359,0
2017-04-02,89,2527,110,0,2637,7781,1026,122,398,1
2017-04-03,138,3156,137,0,3240,8989,1309,145,444,1
2017-04-04,120,3051,122,0,3140,8737,1215,172,468,1
2017-04-05,90,2937,121,0,3089,8434,1660,152,435,2
2017-04-06,80,2813,119,0,3059,8683,1058,138,384,1
2017-04-07,99,2597,118,0,2884,8202,913,133,423,1
2017-04-08,73,2160,83,0,2409,7247,1387,92,332,0
2017-04-09,77,2238,88,0,2265,7368,990,110,330,0
2017-04-10,88,2842,133,0,2943,8684,1187,150,404,1
2017-04-11,79,2785,138,0,2783,9066,1047,178,448,2
2017-04-12,87,2660,147,0,2785,8418,1095,157,421,1
2017-04-13,77,2480,93,0,2676,8318,1003,130,383,0
2017-04-14,80,2242,96,0,2518,7287,952,122,332,0
2017-04-15,60,2212,106,0,2218,6931,883,102,332,0
2017-04-16,56,2023,114,0,2333,7494,917,126,357,0
2017-04-17,74,2648,119,0,3114,8506,1128,149,422,0
2017-04-18,96,2822,134,1,3164,9569,1202,195,463,3
2017-04-19,79,2949,119,0,3363,9074,1249,154,471,1
2017-04-20,67,2800,122,1,3114,8803,1121,142,422,0
2017-04-21,70,2547,104,0,2750,8107,1084,131,379,1
2017-04-22,62,2201,96,1,2357,7400,913,165,353,0
2017-04-23,65,2168,85,0,2297,7758,1021,142,400,0
2017-04-24,106,2768,117,0,3148,8775,1085,148,511,0
2017-04-25,81,2821,126,0,2934,9155,1097,158,455,0
2017-04-26,73,2738,157,0,2781,8614,1085,178,492,1
2017-04-27,66,2691,128,0,2589,8732,1029,151,417,2
2017-04-28,76,2393,100,1,2414,7408,1045,135,392,0
2017-04-29,54,2250,95,0,2125,6619,828,112,369,0
2017-04-30,76,2259,89,0,2080,6858,1004,139,434,0
2017-05-01,73,2608,92,0,2970,7982,1052,120,512,2
2017-05-02,75,2736,121,1,2978,8902,1120,166,452,1
2017-05-03,89,2666,107,0,3087,8199,1049,232,447,1
2017-05-04,73,2541,94,0,2793,7811,930,190,448,1
2017-05-05,84,2314,96,0,2760,7298,1044,146,397,0
2017-05-06,61,2008,115,0,2455,7452,978,128,365,0
2017-05-07,75,2182,141,2,2541,7124,967,112,361,1
2017-05-08,89,2660,123,0,3421,8604,1127,161,500,0
2017-05-09,109,2673,134,0,3419,8273,1361,144,486,3
2017-05-10,96,2734,121,0,3258,8006,1101,128,467,0
2017-05-11,73,2712,100,0,3293,7859,1058,155,437,2
2017-05-12,75,2452,116,0,2855,7442,1056,119,377,0
2017-05-13,66,2125,102,0,2581,7179,911,111,429,0
2017-05-14,66,2093,105,1,2632,7413,973,121,402,1
2017-05-15,97,2837,133,0,3595,8972,1230,194,530,1
2017-05-16,84,2794,132,0,3362,8537,1160,176,438,0
2017-05-17,94,2593,146,0,3181,8281,1106,175,469,1
2017-05-18,74,2629,128,0,3215,8170,1070,173,492,0
2017-05-19,76,2271,137,0,2828,7650,979,141,391,2
2017-05-20,68,2193,97,0,2549,6769,860,128,361,0
2017-05-21,75,2389,97,0,2713,7069,989,126,413,1
2017-05-22,56,2724,129,0,3347,8460,1096,156,545,0
2017-05-23,69,2748,136,0,3147,9515,1093,130,468,2
2017-05-24,90,2496,131,0,3150,8272,1079,160,456,2
2017-05-25,65,2459,131,0,2993,7593,1002,154,442,0
2017-05-26,55,2202,104,0,2574,7083,930,103,388,0
2017-05-27,60,2079,107,0,2095,7343,841,92,377,1
2017-05-28,65,1992,111,0,2098,6907,921,92,374,0
2017-05-29,80,2334,144,0,2682,8258,1063,135,443,0
2017-05-30,90,2519,161,0,3680,8732,1009,169,463,0
2017-05-31,86,2561,134,2,10855,8033,1084,141,435,0
2017-06-01,90,2487,116,0,3193,7501,1097,127,435,0
2017-06-02,64,2381,99,1,2475,7196,1032,119,414,0
2017-06-03,80,2059,82,0,2189,6269,854,98,384,0
2017-06-04,79,2094,98,0,2184,6387,967,118,399,0
2017-06-05,67,2440,102,0,2767,7782,1046,155,483,0
2017-06-06,64,2470,106,0,2828,7767,981,154,519,0
2017-06-07,66,2471,123,0,2642,7976,1042,130,452,2
2017-06-08,75,2341,100,0,2537,7271,1006,121,442,0
2017-06-09,36,2104,77,0,2280,6887,1048,119,373,0
2017-06-10,52,1894,76,0,2005,6771,852,109,436,0
2017-06-11,57,2064,94,0,2018,6974,859,113,435,0
2017-06-12,68,2323,125,0,2654,7868,1094,112,504,1
2017-06-13,79,2298,100,0,2643,7725,1047,138,452,0
2017-06-14,70,2332,101,0,2489,7559,977,146,463,1
2017-06-15,64,2232,105,0,2430,7444,979,142,406,0
2017-06-16,69,2046,91,0,2214,6787,936,120,390,2
2017-06-17,63,1879,80,0,1955,6253,948,87,422,0
2017-06-18,65,1812,78,0,1884,6440,909,100,378,0
2017-06-19,69,2243,93,0,2581,7032,962,119,467,0
2017-06-20,86,2303,120,0,2512,7258,974,136,462,0
2017-06-21,72,2309,103,1,2487,7357,973,136,431,0
2017-06-22,62,2150,99,2,2423,6758,1022,97,449,1
2017-06-23,68,1929,80,0,2181,6554,930,117,424,0
2017-06-24,69,1753,74,0,1864,5911,955,93,379,1
2017-06-25,56,1898,68,0,1983,6076,961,90,397,1
2017-06-26,63,2287,111,0,2646,6915,1028,115,438,1
2017-06-27,63,2246,112,0,2634,7015,1030,136,479,2
2017-06-28,71,2192,112,0,2575,7036,1019,123,483,3
2017-06-29,72,2216,88,0,2692,6651,949,136,351,2
2017-06-30,52,1898,85,0,2175,5934,923,112,413,1
2017-07-01,53,1668,57,0,2024,5644,880,65,381,1
2017-07-02,62,1846,69,1,2123,6339,982,86,384,2
2017-07-03,54,2126,101,0,2500,6698,1021,120,467,0
2017-07-04,72,2072,74,0,2403,6459,985,123,413,1
2017-07-05,65,2197,91,0,2523,6736,1061,130,421,1
2017-07-06,68,2307,93,1,2501,6644,1027,118,447,3
2017-07-07,65,2147,68,1,2126,6449,1090,104,400,0
2017-07-08,53,1876,64,0,1946,5910,894,101,372,0
2017-07-09,52,3882,77,0,2022,6067,1011,120,444,0
2017-07-10,77,4258,105,1,2564,7120,1122,124,478,3
2017-07-11,68,2647,114,0,2398,7775,1102,117,493,1
2017-07-12,80,2712,126,0,2415,6716,1112,159,488,2
2017-07-13,66,2315,105,0,2437,6901,1040,112,601,3
2017-07-14,60,1996,66,0,2254,6198,960,113,472,0
2017-07-15,75,1862,78,0,2286,5869,913,97,363,0
2017-07-16,65,1868,82,0,2117,6155,993,101,449,1
2017-07-17,63,2294,99,1,2571,6845,1221,117,521,4
2017-07-18,76,2298,84,0,2605,7107,1136,141,475,0
2017-07-19,79,2352,97,0,2483,7017,1129,138,450,0
2017-07-20,66,2189,94,1,2574,7036,1277,140,452,0
2017-07-21,71,2009,93,0,2435,6948,1083,113,485,2
2017-07-22,49,1977,59,1,2131,6045,949,102,411,2
2017-07-23,49,2036,76,0,2157,6567,1494,86,393,1
2017-07-24,82,2381,109,1,2621,7133,1214,130,451,0
2017-07-25,73,2256,110,0,2828,7146,1163,142,508,1
2017-07-26,66,2458,97,0,2641,7005,1240,120,451,1
2017-07-27,53,2331,105,0,2499,6598,1110,116,451,1
2017-07-28,47,2105,90,0,2370,6302,1023,124,399,0
2017-07-29,62,1812,75,0,2126,6010,998,85,404,1
2017-07-30,58,1878,68,0,2141,6480,938,104,394,0
2017-07-31,64,2302,107,0,2712,7142,1115,118,486,2
2017-08-01,67,2339,91,0,2679,7363,1108,125,462,0
2017-08-02,73,2271,114,0,2667,7284,1167,96,454,4
2017-08-03,63,2268,118,0,2601,7090,1168,132,443,0
2017-08-04,59,2070,95,0,2351,6508,1081,119,387,0
2017-08-05,65,1851,95,0,1990,6293,981,88,391,0
2017-08-06,58,2061,86,0,2056,18727,1018,102,415,0
2017-08-07,78,2635,108,0,2663,13017,1114,128,494,2
2017-08-08,64,2642,113,0,2745,9833,1118,117,498,1
2017-08-09,78,2537,97,1,2577,8240,1196,120,464,0
2017-08-10,75,2367,139,1,2577,7529,1112,132,469,4
2017-08-11,70,2223,88,0,2349,6804,1042,105,472,0
2017-08-12,62,1940,83,0,1972,6458,964,107,435,0
2017-08-13,48,1890,77,0,2111,6693,1028,101,412,0
2017-08-14,78,2278,120,0,2549,7462,1167,114,471,1
2017-08-15,73,2304,107,1,2472,7237,1066,133,491,0
2017-08-16,54,2275,109,0,2576,7533,1305,128,451,0
2017-08-17,83,2388,109,0,2573,7135,1115,114,465,0
2017-08-18,59,2095,107,0,2277,6742,1092,118,390,0
2017-08-19,48,1971,70,0,1952,6346,923,97,414,0
2017-08-20,53,2095,81,0,2194,7549,1029,121,427,0
2017-08-21,65,2310,116,1,2647,7195,1200,138,460,1
2017-08-22,79,2397,129,0,2647,7216,1248,151,450,2
2017-08-23,59,2398,89,0,2754,7187,1114,139,486,2
2017-08-24,83,2374,120,0,2594,6717,931,139,431,1
2017-08-25,56,1947,77,0,2401,6415,973,140,438,3
2017-08-26,63,1851,96,1,1980,5943,917,111,359,1
2017-08-27,54,1776,91,1,2105,6274,965,97,379,2
2017-08-28,64,2026,126,0,2635,7232,1173,125,455,1
2017-08-29,64,2203,110,0,2665,7074,1047,112,420,1
2017-08-30,67,2104,119,1,2711,6978,1055,138,445,2
2017-08-31,56,2021,93,0,2473,6455,994,142,402,1
2017-09-01,59,1797,70,0,2408,6066,904,118,319,1
2017-09-02,61,1788,66,0,2177,6402,856,86,342,25
2017-09-03,65,1826,88,0,2287,6799,944,112,343,1
2017-09-04,58,2016,88,0,2650,7197,1049,125,437,2
2017-09-05,70,2212,90,3,3073,7559,989,147,459,0
2017-09-06,81,2292,117,0,2986,7535,1102,179,485,1
2017-09-07,62,2285,101,0,2758,7208,1083,170,439,1
2017-09-08,65,2339,79,0,2490,6960,1020,142,399,0
2017-09-09,55,1848,76,0,2269,6286,1017,114,348,0
2017-09-10,59,1891,112,0,2333,6629,1009,149,418,3
2017-09-11,72,2345,112,0,3010,7322,1195,194,413,2
2017-09-12,69,2224,98,0,3124,7378,1108,152,436,0
2017-09-13,84,2317,120,1,3234,7549,1135,183,434,1
2017-09-14,87,2468,103,0,3054,7696,1064,185,864,4
2017-09-15,68,2177,86,0,2904,7230,1091,141,446,0
2017-09-16,55,2040,56,0,2493,6578,1027,162,363,0
2017-09-17,68,2194,83,0,2565,7154,1031,140,448,0
2017-09-18,100,2484,80,0,3640,8243,1150,166,584,2
2017-09-19,77,2458,116,1,3423,8579,1115,166,443,1
2017-09-20,96,2355,113,0,3303,7980,1040,194,498,1
2017-09-21,96,2389,98,0,3166,7832,1046,182,449,2
2017-09-22,99,2163,67,0,2870,6998,1024,196,440,0
2017-09-23,70,1980,70,1,2690,6529,977,142,359,2
2017-09-24,75,2043,57,0,2572,6606,1058,152,461,8
2017-09-25,89,2430,94,0,3412,7792,1165,184,565,13
2017-09-26,104,2456,77,0,3490,7829,1177,180,525,9
2017-09-27,87,2464,112,0,3447,7893,1122,163,519,0
2017-09-28,98,2368,76,0,3322,7693,1038,161,437,2
2017-09-29,79,2106,65,0,2992,6889,947,120,404,4
2017-09-30,47,1928,63,0,2591,6493,859,110,400,0
2017-10-01,66,1844,64,1,2790,7019,1076,116,444,1
2017-10-02,94,2647,102,0,3713,8080,1140,161,515,2
2017-10-03,89,2684,102,1,3694,8221,1162,203,576,2
2017-10-04,99,2646,83,0,3565,8013,1186,176,564,3
2017-10-05,108,2654,79,0,3475,7951,1139,157,609,2
2017-10-06,112,2296,98,0,3196,7725,1024,143,486,2
2017-10-07,70,2053,81,0,2751,10838,1046,106,460,1
2017-10-08,74,2097,80,0,2844,9354,1086,145,583,1
2017-10-09,79,2502,94,0,3829,9837,1257,160,533,1
2017-10-10,101,2543,102,0,3649,9393,1160,192,586,6
2017-10-11,84,2540,97,0,3622,8592,1155,182,571,1
2017-10-12,110,2460,112,1,3534,8236,1083,165,510,0
2017-10-13,88,2224,116,0,3190,7483,1013,141,439,2
2017-10-14,104,1986,91,0,2680,7632,968,162,487,3
2017-10-15,84,2119,86,0,2790,7710,1148,124,463,1
2017-10-16,98,2594,126,0,3718,8661,1122,207,558,1
2017-10-17,92,2395,112,0,3544,8501,1081,180,510,1
2017-10-18,100,2303,67,0,3298,9015,1127,191,535,2
2017-10-19,94,2325,116,1,3157,8301,1123,142,533,0
2017-10-20,91,2094,96,0,3079,7913,980,140,479,0
2017-10-21,100,1969,62,0,2608,7390,983,161,455,1
2017-10-22,78,2199,67,0,2665,7494,1099,159,483,1
2017-10-23,117,2488,97,0,3856,9189,1256,157,620,0
2017-10-24,96,2196,130,0,3691,8436,1183,194,538,0
2017-10-25,102,2282,109,0,3528,8353,1176,195,511,0
2017-10-26,120,2347,107,0,3470,8425,1208,168,522,1
2017-10-27,91,2129,87,0,3103,7713,1081,142,434,0
2017-10-28,80,2044,67,1,2620,6712,1065,163,450,1
2017-10-29,73,2297,72,0,2809,7323,1141,154,476,1
2017-10-30,92,2757,93,1,3902,8860,1337,193,543,0
2017-10-31,78,2668,127,0,3704,8271,1210,214,462,2
2017-11-01,87,2995,125,0,3751,8161,1208,207,506,1
2017-11-02,94,2784,114,0,3746,8743,1371,179,602,1
2017-11-03,84,2737,116,0,3540,8236,1193,172,627,2
2017-11-04,74,2718,85,0,3162,7680,1182,177,516,0
2017-11-05,83,2769,114,0,3393,8076,1305,187,494,1
2017-11-06,114,2992,119,0,4544,9182,1563,225,643,0
2017-11-07,96,3056,134,0,4436,9182,1589,255,575,4
2017-11-08,99,3083,128,0,4396,10002,1534,244,557,2
2017-11-09,97,2828,111,1,4145,11621,1565,209,532,2
2017-11-10,76,2327,102,0,3768,10106,1395,214,460,2
2017-11-11,79,2138,87,0,3306,9262,1367,190,409,1
2017-11-12,86,2247,96,0,3509,8843,1421,187,426,0
2017-11-13,90,2602,139,0,4723,9343,1757,233,561,0
2017-11-14,113,2754,116,0,4778,9554,1642,226,580,1
2017-11-15,112,2701,100,0,4690,9439,1820,220,657,0
2017-11-16,190,2523,118,0,4400,8803,1607,240,589,0
2017-11-17,190,2233,106,0,3827,8156,1312,196,537,2
2017-11-18,84,2105,73,0,3449,7513,1302,156,534,0
2017-11-19,99,2241,91,1,3495,7950,1254,157,589,3
2017-11-20,106,2878,152,0,4638,9081,2004,194,876,1
2017-11-21,116,2600,123,0,4481,9223,1445,248,615,0
2017-11-22,85,2606,113,0,4207,8673,1364,280,583,1
2017-11-23,100,2153,115,0,3672,8737,1452,326,539,1
2017-11-24,75,1957,88,0,3470,7830,1291,254,448,1
2017-11-25,102,1884,83,0,3433,7420,1163,249,395,0
2017-11-26,84,2204,102,0,3816,7989,1275,260,441,1
2017-11-27,105,2615,128,0,4611,9097,1448,322,613,0
2017-11-28,132,2820,113,0,4610,9366,1593,317,553,1
2017-11-29,113,2835,107,0,4448,9318,1506,298,489,1
2017-11-30,99,2804,89,0,4149,8666,1373,271,554,1
2017-12-01,97,2524,101,0,4169,8080,1271,270,437,1
2017-12-02,81,2666,75,0,3619,7780,1274,209,466,2
2017-12-03,96,2686,87,0,3617,8498,1564,269,760,1
2017-12-04,120,3175,139,0,4801,9641,1531,301,582,0
2017-12-05,134,3227,149,1,4854,9948,1457,283,573,0
2017-12-06,115,3059,93,0,4893,9485,1395,282,550,0
2017-12-07,120,2911,78,2,4485,9302,1309,266,501,0
2017-12-08,133,2667,96,1,4273,9319,1182,273,495,2
2017-12-09,108,2436,135,0,3615,9606,1164,225,465,2
2017-12-10,92,2420,101,0,3658,9677,1363,221,506,2
2017-12-11,138,2949,128,0,4839,10828,1544,259,518,0
2017-12-12,133,2964,122,0,4824,10339,1494,287,591,0
2017-12-13,100,2770,127,0,4504,9931,1314,255,549,1
2017-12-14,113,2844,109,0,4457,9626,1384,220,518,1
2017-12-15,126,2355,107,0,4074,8978,1246,203,475,1
2017-12-16,117,2196,96,0,3624,8429,1133,198,452,0
2017-12-17,102,2433,101,0,4045,9212,1278,162,523,1
2017-12-18,163,2777,127,0,5382,10080,1328,269,561,2
2017-12-19,150,2861,105,0,5294,9651,1363,232,540,1
2017-12-20,162,2928,98,1,5154,9773,1325,216,538,3
2017-12-21,154,2656,85,1,4937,10257,2091,222,523,0
2017-12-22,104,2427,88,0,4484,9876,1220,174,461,0
2017-12-23,97,2322,71,0,3855,9067,1201,168,375,1
2017-12-24,97,2177,65,0,3772,8579,1085,153,366,0
2017-12-25,107,2123,69,0,3331,8267,1064,175,435,0
2017-12-26,159,2997,84,1,4543,10471,1373,228,504,0
2017-12-27,145,3339,94,0,5287,11951,1309,213,527,1
2017-12-28,152,3407,86,0,5397,11322,1343,221,486,0
2017-12-29,157,3483,73,0,5203,11462,1245,207,479,0
2017-12-30,144,3181,52,0,5003,10673,1233,188,508,0
2017-12-31,143,3074,49,0,4691,10280,1224,173,413,0
2018-01-01,125,3097,66,0,4623,10245,1256,163,458,0
2018-01-02,176,4076,96,0,6302,17974,1543,236,692,0
2018-01-03,195,4377,119,1,6471,16816,1448,236,576,1
2018-01-04,198,4123,89,1,6239,13965,1367,236,567,0
2018-01-05,192,3943,94,0,5644,12700,1371,239,504,1
2018-01-06,174,4623,90,0,5122,11630,1418,191,463,2
2018-01-07,184,4206,91,0,4987,13379,1697,216,566,1
2018-01-08,330,4666,114,0,5997,13128,1544,250,595,1
2018-01-09,249,5805,115,0,5834,12559,1584,275,669,1
2018-01-10,228,5635,103,0,5807,12263,1576,279,834,0
2018-01-11,308,4311,88,0,5732,14630,1556,253,659,1
2018-01-12,280,3621,89,0,5013,15563,1424,194,755,0
2018-01-13,223,3256,75,0,4400,11674,1552,161,679,0
2018-01-14,199,3015,69,0,4534,11256,1374,163,696,1
2018-01-15,221,3577,93,0,5479,12914,1681,208,831,0
2018-01-16,270,3375,117,0,5369,12761,1595,231,820,1
2018-01-17,273,3262,101,0,5378,12831,1565,195,760,0
2018-01-18,290,3034,121,0,5237,12616,1580,210,701,0
2018-01-19,274,2970,100,0,4967,12130,1398,182,729,3
2018-01-20,252,2554,60,0,4237,10902,1431,222,755,2
2018-01-21,211,2735,86,0,4277,11186,1445,199,740,0
2018-01-22,249,3197,103,0,5338,12156,1601,212,809,0
2018-01-23,258,3195,109,1,5610,12168,1592,161,860,1
2018-01-24,231,3313,86,0,5296,11554,1495,176,808,0
2018-01-25,294,3007,97,1,5137,11766,1514,188,851,1
2018-01-26,284,2931,76,0,4629,10871,1442,156,762,2
2018-01-27,231,2594,62,0,4037,10215,1279,145,761,0
2018-01-28,243,2583,76,0,4355,10644,1507,133,1001,0
2018-01-29,252,3067,101,0,5410,11718,1933,189,897,1
2018-01-30,280,2930,137,0,5669,11296,1735,175,854,2
2018-01-31,254,2958,100,0,5345,10718,1488,146,818,0
2018-02-01,250,3257,104,1,5542,10780,1610,186,859,0
2018-02-02,250,2923,90,0,5160,10424,1418,157,942,0
2018-02-03,211,2523,87,0,4237,9746,1414,145,749,0
2018-02-04,220,2516,78,0,4068,9835,1523,178,736,0
2018-02-05,215,3085,99,0,5064,10682,1613,185,870,0
2018-02-06,235,2958,104,0,5270,11984,5783,206,963,0
2018-02-07,224,2814,102,0,4991,11442,2527,177,938,1
2018-02-08,234,2926,93,0,5126,11342,1557,174,921,3
2018-02-09,222,2777,88,0,4559,10717,1522,140,826,1
2018-02-10,211,2563,62,0,3969,10184,1391,139,782,1
2018-02-11,196,2795,62,0,4035,10460,1484,148,772,0
2018-02-12,265,3312,114,0,4914,11691,1699,177,897,0
2018-02-13,256,3325,72,0,4926,11678,1987,163,915,0
2018-02-14,218,3239,90,0,4504,11043,1765,154,867,1
2018-02-15,202,3225,83,0,4653,10674,1415,157,774,0
2018-02-16,176,3106,79,0,4389,10170,1422,127,752,2
2018-02-17,204,2867,79,0,3950,9756,1313,106,690,0
2018-02-18,173,2963,69,1,3900,9882,1706,135,758,0
2018-02-19,203,3632,88,1,4704,10814,1790,173,938,0
2018-02-20,158,3385,84,0,4745,10455,1522,164,884,1
2018-02-21,147,3332,99,0,4582,10672,1527,193,852,0
2018-02-22,155,3223,103,0,4296,10224,1612,155,889,0
2018-02-23,130,3477,81,0,4281,9910,1409,135,886,1
2018-02-24,120,2681,74,0,3536,9356,1384,120,752,0
2018-02-25,129,2839,73,1,3524,9449,1469,136,975,0
2018-02-26,160,3498,106,1,4601,10660,1629,201,1097,1
2018-02-27,157,3341,128,0,4395,10660,1556,177,1003,0
2018-02-28,139,3225,110,1,4339,11459,1580,173,949,0
2018-03-01,138,3003,108,0,4351,11089,1480,162,911,0
2018-03-02,115,2738,83,0,4019,11975,1264,158,847,1
2018-03-03,105,2541,64,0,3592,11976,1183,125,757,0
2018-03-04,146,2813,76,0,3624,9649,1391,177,764,0
2018-03-05,134,3238,102,0,4502,10459,1499,230,969,1
2018-03-06,114,3360,101,0,4629,10992,1406,224,917,0
2018-03-07,99,3175,116,0,4192,10276,1418,205,866,2
2018-03-08,135,3198,91,2,3758,9227,1394,171,870,0
2018-03-09,112,2897,101,0,3462,9376,1291,160,773,1
2018-03-10,76,2677,79,0,3330,8694,1348,153,687,0
2018-03-11,93,2529,64,0,3210,8952,1439,174,710,1
2018-03-12,102,3132,105,0,4053,11007,1498,208,877,1
2018-03-13,111,2856,100,0,4096,9872,1361,235,851,0
2018-03-14,117,2919,120,0,4139,10847,1279,217,865,0
2018-03-15,77,2863,102,0,3791,9782,1266,198,687,0
2018-03-16,95,2434,100,0,3480,8897,1134,153,639,0
2018-03-17,71,2177,70,0,2958,8291,1119,142,615,0
2018-03-18,92,2121,80,0,3258,8616,1308,155,612,1
2018-03-19,106,2588,105,1,3855,9355,1526,199,730,2
2018-03-20,110,2517,112,0,3787,9262,1466,214,624,0
2018-03-21,107,2489,98,0,3669,10567,1345,173,601,0
2018-03-22,111,2459,120,0,3592,9358,1402,206,604,2
2018-03-23,80,2118,90,0,3403,8527,1232,154,539,2
2018-03-24,79,2013,62,0,2950,7403,1145,122,486,0
2018-03-25,98,2079,97,0,3041,7707,1340,139,626,0
2018-03-26,115,2812,114,1,3786,8548,1442,188,658,1
2018-03-27,89,2553,116,0,3862,8632,1519,215,757,0
2018-03-28,110,2663,121,0,3761,8619,1463,206,728,2
2018-03-29,106,2372,100,0,3237,8027,1332,163,684,0
2018-03-30,99,2101,81,1,3036,7724,1234,135,569,0
2018-03-31,73,1938,61,1,2749,7189,1134,135,542,0
2018-04-01,69,2046,75,0,2757,7437,1154,142,586,0
2018-04-02,93,2599,95,0,3563,8644,1355,172,739,0
2018-04-03,98,2595,129,0,3886,8655,1424,164,759,1
2018-04-04,91,2709,103,0,3723,8467,1395,207,755,0
2018-04-05,99,2640,100,0,3581,8228,1410,174,669,0
2018-04-06,66,2437,92,0,3254,7986,1244,179,643,1
