Date,"Flu","Sinusitis","Fatigue","Feeling cold","Bronchitis","Pneumonia","Headache","Congestion","Chest pain","Soar throat"
2019-07-10,43,1831,536,0,1568,5716,873,76,816,0
2019-07-11,53,1809,519,0,1497,5943,833,92,880,0
2019-07-12,36,1638,461,0,1346,5610,791,66,749,0
2019-07-13,41,1471,346,0,1150,5017,790,62,757,0
2019-07-14,46,1489,437,0,1301,5170,694,67,754,0
2019-07-15,70,1774,538,0,1553,5734,871,82,887,1
2019-07-16,83,1866,603,0,1621,5892,876,94,842,0
2019-07-17,73,1732,572,0,1459,5651,1279,80,868,0
2019-07-18,45,2051,502,0,1416,5535,798,106,796,0
2019-07-19,36,1661,463,0,1311,5245,824,79,731,0
2019-07-20,45,1433,411,0,1171,5083,708,93,707,0
2019-07-21,41,1538,490,1,1363,5280,816,69,709,1
2019-07-22,45,1765,556,1,1660,5962,822,106,966,0
2019-07-23,52,1757,515,0,1563,5599,836,87,938,0
2019-07-24,49,1723,507,0,1504,5529,850,79,831,0
2019-07-25,43,1755,461,0,1483,5349,828,86,713,0
2019-07-26,44,1477,465,0,1318,5286,734,83,766,0
2019-07-27,28,1382,453,0,1287,5197,737,70,688,0
2019-07-28,41,1483,453,0,1189,6612,784,58,711,0
2019-07-29,70,1795,537,0,1413,6466,853,91,760,0
2019-07-30,42,1684,525,0,1440,6551,949,112,843,0
2019-07-31,41,1684,532,0,1368,6255,2115,96,756,0
2019-08-01,66,1622,515,1,1427,6087,1407,90,737,0
2019-08-02,39,1426,449,1,1160,5815,1015,81,713,0
2019-08-03,48,961,438,0,1136,5710,910,84,674,0
2019-08-04,44,939,407,0,1128,6381,858,76,715,0
2019-08-05,76,1146,493,0,1248,6018,917,91,787,0
2019-08-06,39,1131,569,0,1345,6762,924,107,868,0
2019-08-07,56,1462,518,1,1258,7173,943,83,966,0
2019-08-08,54,1608,477,0,1372,6356,893,104,792,0
2019-08-09,31,1557,466,0,1275,6329,990,76,687,0
2019-08-10,92,1466,433,0,1092,6101,765,76,663,0
2019-08-11,62,1488,443,0,1089,6561,799,62,696,0
2019-08-12,54,1712,493,0,1312,6389,973,87,777,0
2019-08-13,48,1759,440,0,1359,6545,908,85,810,0
2019-08-14,33,1697,518,0,1268,6166,853,98,737,0
2019-08-15,42,1665,532,0,1185,5828,828,75,744,0
2019-08-16,51,1635,529,0,1250,6034,807,87,739,0
2019-08-17,36,1400,432,0,1132,6192,772,76,727,1
2019-08-18,45,1531,441,0,1258,6683,906,73,704,0
2019-08-19,71,1691,545,0,1420,10445,980,92,709,0
2019-08-20,42,1880,514,0,1468,12742,872,90,809,0
2019-08-21,48,1808,511,0,1384,7491,919,91,792,0
2019-08-22,62,1801,459,0,1368,6949,934,92,777,0
2019-08-23,40,1658,411,0,1218,6381,798,89,678,0
2019-08-24,64,1559,385,0,1100,6738,783,78,582,0
2019-08-25,68,1578,422,0,1127,6640,903,92,680,1
2019-08-26,57,1902,501,0,1312,6727,911,80,806,0
2019-08-27,61,1900,497,0,1406,6592,936,92,764,2
2019-08-28,86,1785,481,0,1341,6596,875,88,779,0
2019-08-29,78,1908,456,0,1427,6411,917,77,763,0
2019-08-30,86,1693,406,0,1290,6381,752,79,765,0
2019-08-31,96,1643,367,0,1146,6901,779,78,704,0
2019-09-01,72,1667,379,0,1111,6340,781,77,697,0
2019-09-02,60,1831,501,1,1202,6689,874,108,724,0
2019-09-03,52,1942,468,0,1505,5538,879,98,799,0
2019-09-04,50,1999,509,0,1397,5187,854,79,768,0
2019-09-05,57,2002,467,0,1420,7227,900,99,801,0
2019-09-06,56,1730,424,0,1215,6972,795,91,640,0
2019-09-07,51,1588,435,0,1177,6927,773,70,650,0
2019-09-08,56,1649,450,0,1295,6729,843,75,771,0
2019-09-09,76,2062,448,0,1560,6907,1047,106,862,0
2019-09-10,65,1979,481,0,1663,7149,1128,97,819,1
2019-09-11,73,2102,448,0,1614,6845,886,88,854,0
2019-09-12,63,2022,495,0,1437,6723,857,102,828,1
2019-09-13,81,1859,1305,0,1418,6721,780,89,774,0
2019-09-14,61,1725,403,0,1281,6620,793,104,734,1
2019-09-15,73,1950,428,0,1415,6602,846,84,757,1
2019-09-16,141,2246,522,0,1765,7306,935,100,930,0
2019-09-17,174,2347,574,0,1768,7076,899,96,850,0
2019-09-18,137,2370,591,0,1737,7177,896,86,785,1
2019-09-19,74,2253,530,0,1742,6899,875,97,763,0
2019-09-20,129,2044,466,1,1647,7894,1053,90,739,0
2019-09-21,138,1928,418,0,1397,7141,10970,67,662,0
2019-09-22,121,2128,473,0,1471,7926,12200,61,784,0
2019-09-23,108,2342,538,0,1723,8293,1165,122,1080,0
2019-09-24,88,2491,553,1,1896,8255,965,101,894,0
2019-09-25,78,2466,570,1,1894,8196,938,106,869,1
2019-09-26,75,2398,577,1,1978,7394,1059,79,875,1
2019-09-27,72,2240,439,0,1768,6932,1506,97,859,0
2019-09-28,58,2193,406,0,1577,7230,1461,88,708,1
2019-09-29,57,2126,447,0,1579,8656,1649,83,793,0
2019-09-30,60,2439,541,0,1908,7485,1141,106,848,0
2019-10-01,77,3116,558,0,1914,7213,941,99,905,0
2019-10-02,76,2892,563,0,1957,7567,1115,97,1017,0
2019-10-03,60,2514,531,0,1763,7286,983,103,902,1
2019-10-04,66,2213,516,0,1774,7324,914,70,911,0
2019-10-05,60,1948,443,0,1474,6977,758,69,877,0
2019-10-06,64,2135,520,0,1564,7550,897,90,1614,1
2019-10-07,102,2607,568,0,2052,9194,969,109,2106,0
2019-10-08,94,2588,585,0,2048,7897,1136,96,1022,0
2019-10-09,90,2354,1413,1,1889,7941,1006,133,888,0
2019-10-10,64,2385,1635,0,1973,7791,953,96,884,0
2019-10-11,79,2179,564,1,1754,8307,883,91,800,4
2019-10-12,53,2024,442,0,1572,8062,825,74,747,0
2019-10-13,71,2203,498,0,1644,7634,885,94,758,0
2019-10-14,105,2603,568,0,2006,8096,942,103,841,2
2019-10-15,91,2571,618,0,2148,8407,1030,109,1228,0
2019-10-16,187,2650,592,0,1905,7969,1083,113,944,0
2019-10-17,1260,2516,558,0,2034,7993,993,92,870,0
2019-10-18,660,2267,558,0,1783,7691,863,92,781,1
2019-10-19,202,2106,451,0,1622,7728,946,88,775,0
2019-10-20,100,2238,571,0,1625,7773,837,82,738,1
2019-10-21,111,2646,582,0,2026,8500,1021,81,992,0
2019-10-22,1384,2546,612,0,2050,8523,1224,125,933,0
2019-10-23,93,2321,576,0,2064,8492,1406,93,907,0
2019-10-24,91,2326,633,1,1943,8099,933,72,923,0
2019-10-25,69,2108,499,0,1788,8098,869,103,837,0
2019-10-26,61,1845,405,0,1622,7819,809,74,747,1
2019-10-27,67,1890,454,0,1900,7713,838,71,763,0
2019-10-28,99,2310,531,0,2137,8579,902,137,975,0
2019-10-29,68,2350,572,0,2064,8542,964,130,899,0
2019-10-30,75,2284,568,0,1968,8160,876,104,880,0
2019-10-31,77,2222,508,2,1797,7963,900,128,861,1
2019-11-01,60,2133,511,0,1755,7522,844,103,814,0
2019-11-02,67,1942,441,0,1693,8881,782,102,712,1
2019-11-03,106,2079,483,0,1886,8084,931,118,832,0
2019-11-04,116,2653,565,0,2199,8980,986,127,995,0
2019-11-05,116,2530,620,0,2281,8650,964,119,989,0
2019-11-06,79,2384,603,0,2187,8687,925,99,957,0
2019-11-07,104,2641,564,0,2693,8643,925,120,944,0
2019-11-08,95,2335,465,0,2174,8110,803,93,877,0
2019-11-09,62,2070,478,0,1850,7941,828,63,766,1
2019-11-10,64,2152,545,2,2046,9830,820,99,840,0
2019-11-11,96,2571,714,1,2366,11809,1060,107,973,1
2019-11-12,91,2762,1035,0,2731,11319,1520,122,1215,0
2019-11-13,92,2740,952,0,2602,10845,1424,120,1112,1
2019-11-14,97,2568,768,0,2377,10130,1186,116,1012,2
2019-11-15,84,2307,554,0,2164,8710,891,85,824,0
2019-11-16,68,2182,486,0,1974,8501,900,76,821,0
2019-11-17,88,2300,504,0,1954,8734,878,70,872,0
2019-11-18,101,2675,580,0,2621,9295,949,138,1016,0
2019-11-19,99,2814,576,0,2497,9153,1000,135,1002,0
2019-11-20,85,2548,590,0,2395,9109,907,98,912,0
2019-11-21,91,2644,595,0,2458,8979,903,119,928,0
2019-11-22,67,2445,572,0,2145,8519,787,89,851,0
2019-11-23,57,2202,564,1,1944,8274,811,71,807,0
2019-11-24,87,2298,617,0,2083,9518,849,96,827,1
2019-11-25,126,2787,700,0,2679,9782,945,96,947,1
2019-11-26,76,2672,642,0,2623,9397,904,114,949,0
2019-11-27,81,2533,550,1,2404,8705,891,116,1014,1
2019-11-28,69,2188,517,0,2216,8519,849,95,875,0
2019-11-29,82,2289,444,0,2041,8150,894,101,774,0
2019-11-30,61,2161,461,0,1961,8066,791,73,780,0
2019-12-01,70,2299,459,0,2184,9061,858,107,920,0
2019-12-02,84,2552,547,0,2732,9636,967,126,1018,0
2019-12-03,107,2561,537,0,2827,9434,938,104,1057,0
2019-12-04,114,2608,550,0,2548,9419,908,113,894,0
2019-12-05,75,2567,540,0,2501,9306,858,103,904,0
2019-12-06,95,2423,481,0,2408,8666,887,109,805,0
2019-12-07,985,2163,456,0,2155,9359,776,77,815,2
2019-12-08,100,2179,477,0,2345,9238,975,69,841,0
2019-12-09,110,2765,614,0,2873,10093,890,105,944,0
2019-12-10,107,2605,579,0,2767,9745,917,91,890,0
2019-12-11,100,2586,628,0,2644,9362,871,102,928,0
2019-12-12,105,2427,459,0,2590,8880,831,77,812,0
2019-12-13,86,2211,485,0,2359,8491,796,67,759,0
2019-12-14,77,2116,422,0,2171,8008,849,72,728,0
2019-12-15,56,2187,506,0,2149,8949,867,90,761,1
2019-12-16,105,2651,536,0,2848,9518,895,103,943,0
2019-12-17,95,2787,1014,0,2979,9932,1382,121,945,1
2019-12-18,90,2823,863,0,2796,10031,1337,114,975,0
2019-12-19,77,2533,535,0,2648,9182,834,89,793,0
2019-12-20,65,2283,391,1,2442,13932,663,58,730,0
2019-12-21,83,2133,420,0,2156,16800,721,61,728,0
2019-12-22,76,2143,419,0,2200,11238,749,62,727,0
2019-12-23,112,2558,423,0,2565,10230,712,80,760,0
2019-12-24,98,2139,387,0,2285,9328,676,60,702,0
2019-12-25,84,1800,356,0,1992,17993,662,72,678,0
2019-12-26,105,2482,444,0,2543,14277,721,73,782,1
2019-12-27,97,2817,447,0,2868,12818,768,81,823,0
2019-12-28,109,2624,426,0,2707,12140,824,86,839,0
2019-12-29,110,2703,453,0,2752,11950,774,70,855,0
2019-12-30,86,3018,426,0,3158,11236,849,90,859,1
2019-12-31,96,2655,377,0,2824,10806,817,71,805,0
2020-01-01,79,2468,433,0,2506,10286,786,60,753,0
2020-01-02,103,3209,535,0,3357,11881,870,104,946,1
2020-01-03,107,3199,521,1,3235,11874,821,103,897,1
2020-01-04,102,2947,469,0,2817,12616,793,79,909,0
2020-01-05,113,2969,470,0,2822,12380,889,82,860,0
2020-01-06,113,3130,645,0,3435,11954,877,87,942,0
2020-01-07,128,3306,547,0,3373,11479,923,108,1013,1
2020-01-08,119,3035,571,0,3253,10670,1160,83,957,0
2020-01-09,116,2992,615,0,3086,10808,2122,99,820,0
2020-01-10,97,2746,538,0,2603,9931,1221,89,896,0
2020-01-11,89,2523,465,0,2414,9756,1081,75,872,0
2020-01-12,82,2444,478,0,2299,9290,933,84,890,1
2020-01-13,129,2698,558,1,2673,9823,1049,66,944,0
2020-01-14,95,2828,548,0,2704,10114,1043,83,916,1
2020-01-15,103,2988,576,1,2780,9902,995,85,956,1
2020-01-16,129,2708,509,0,2533,9930,1015,86,950,0
2020-01-17,100,2485,546,0,2453,10204,854,95,878,0
2020-01-18,79,2259,523,0,2123,10209,847,83,846,0
2020-01-19,110,2291,509,0,2129,9877,918,72,909,1
2020-01-20,153,2599,583,0,2800,12473,995,89,1008,0
2020-01-21,237,2681,594,0,2813,15571,989,105,882,0
2020-01-22,295,2791,544,1,2921,16317,1008,86,907,0
2020-01-23,280,2697,527,1,2630,16561,994,91,923,1
2020-01-24,340,2488,504,1,2409,16909,958,87,889,1
2020-01-25,333,2326,510,0,2360,19144,912,63,824,0
2020-01-26,370,2341,540,1,2591,20690,958,72,874,0
2020-01-27,482,2795,589,0,3731,21299,1171,97,1024,3
2020-01-28,453,2802,607,0,3870,19917,1128,98,992,0
2020-01-29,471,2843,646,1,3398,18234,1117,65,995,0
2020-01-30,534,2819,590,0,3224,17497,1042,96,1023,0
2020-01-31,489,2557,470,0,2960,16783,978,68,917,1
2020-02-01,357,1974,434,1,2485,14071,858,57,800,2
2020-02-02,364,1871,498,0,2365,14670,769,70,825,0
2020-02-03,420,2247,718,1,2827,13699,899,92,900,0
2020-02-04,365,2239,584,0,2758,13191,973,78,976,1
2020-02-05,310,2166,585,0,2611,12916,924,91,965,0
2020-02-06,302,2135,674,0,2681,12492,855,65,1064,2
2020-02-07,290,1870,480,0,2525,13230,835,72,827,2
2020-02-08,264,1755,423,0,2119,12446,738,59,815,0
2020-02-09,242,1754,453,0,2161,12334,818,66,850,0
2020-02-10,349,2127,490,1,2546,13003,944,88,967,0
2020-02-11,297,2052,507,1,2619,12479,952,63,1015,0
2020-02-12,256,2143,551,0,2715,12182,935,75,904,0
2020-02-13,243,2051,552,2,2600,11760,832,68,860,0
2020-02-14,212,1724,559,1,2090,10440,878,63,801,1
2020-02-15,161,1655,513,0,1957,9991,890,59,790,0
2020-02-16,184,1764,580,0,2240,12413,878,57,885,0
2020-02-17,199,2062,630,0,2571,12134,922,74,935,0
2020-02-18,214,2233,649,0,2566,11277,941,78,1000,0
2020-02-19,170,2226,590,0,2595,10848,979,92,1020,0
2020-02-20,172,2034,527,0,2607,10315,911,64,935,1
2020-02-21,196,1876,494,0,2247,9833,760,98,866,0
2020-02-22,189,1793,473,0,1961,10712,841,55,829,1
2020-02-23,240,1833,503,0,2015,10812,810,68,868,0
2020-02-24,450,2279,524,0,2496,11939,951,69,983,0
2020-02-25,543,2265,509,2,2529,12773,1003,79,938,0
2020-02-26,588,2152,573,0,2670,13167,957,89,950,0
2020-02-27,768,2180,559,0,2639,13972,956,88,912,0
2020-02-28,672,1933,509,0,2546,13943,879,64,870,0
2020-02-29,561,1813,457,0,2076,13079,821,89,814,2
2020-03-01,471,1944,490,0,2312,13240,906,84,864,0
2020-03-02,689,2315,544,0,2944,14891,928,86,1004,1
2020-03-03,637,2198,561,0,2895,15082,899,110,1017,0
2020-03-04,557,2211,581,0,2763,14336,942,68,988,0
2020-03-05,576,2135,560,0,2711,14732,929,73,1017,1
2020-03-06,569,1964,496,0,2620,14273,784,74,953,1
2020-03-07,485,1835,431,0,2296,13367,834,52,807,0
2020-03-08,498,1825,452,0,2345,14376,836,61,845,0
2020-03-09,774,2256,585,0,2690,15699,929,68,1035,0
2020-03-10,814,2254,756,0,2844,18254,939,74,1031,1
2020-03-11,932,2300,676,0,3095,20598,933,89,1153,0
2020-03-12,1167,2291,655,0,3454,26716,878,103,1141,1
2020-03-13,1028,2187,704,0,3189,26314,860,90,1251,1
2020-03-14,893,2112,597,1,2787,23786,836,80,1233,1
2020-03-15,795,2225,724,0,2907,24803,875,80,1352,0
2020-03-16,876,2226,714,0,3285,25435,901,113,1440,0
2020-03-17,836,2195,658,0,3205,25067,925,98,1621,1
2020-03-18,776,2108,595,0,3346,23939,941,106,1514,0
2020-03-19,728,2195,685,0,3835,23658,911,106,1547,0
2020-03-20,780,1925,661,0,3516,31070,925,78,1600,0
2020-03-21,681,1916,615,0,3431,29997,891,85,1576,0
2020-03-22,718,2058,651,0,3326,27670,933,93,1644,0
2020-03-23,670,2214,673,0,3664,25307,983,116,2046,0
2020-03-24,624,2095,711,0,3393,22725,931,132,1951,1
2020-03-25,574,2067,561,0,3264,22228,962,111,1815,1
2020-03-26,610,2101,589,0,3177,22217,908,100,1874,1
2020-03-27,621,2024,606,0,2972,21964,915,85,1851,0
2020-03-28,587,1941,568,0,2695,20415,873,86,1806,0
2020-03-29,610,1967,669,0,2693,19998,895,73,1722,0
2020-03-30,525,1950,503,1,2824,18652,975,83,1703,1
2020-03-31,473,1907,545,0,2565,17100,921,80,1735,0
2020-04-01,481,1871,482,0,2571,16021,885,71,1501,0
2020-04-02,505,1844,528,0,2457,18686,925,75,1505,0
2020-04-03,404,1720,483,0,2432,14763,888,67,1492,1
2020-04-04,394,1680,433,1,2226,13483,1071,80,1497,1
2020-04-05,397,1862,471,0,2290,13593,1278,58,1507,0
2020-04-06,413,1904,595,0,2475,16076,1032,69,1483,0
2020-04-07,348,1639,475,1,2136,16001,870,52,1541,0
2020-04-08,325,1652,1017,1,1790,13313,949,63,1360,0
2020-04-09,284,1526,512,0,1934,11677,993,69,1320,2
2020-04-10,310,1436,479,0,1867,10993,892,62,1253,1
2020-04-11,256,1396,404,1,1786,10744,913,51,1206,0
2020-04-12,275,1551,422,0,1908,10906,1011,69,1307,0
2020-04-13,267,1612,485,0,1948,10487,983,76,1401,1
2020-04-14,262,1671,480,0,1860,10114,871,74,1254,0
2020-04-15,287,1680,522,1,2025,9653,940,75,1238,1
2020-04-16,263,1599,555,0,1854,9494,1040,73,1243,1
2020-04-17,262,1527,513,0,1774,9101,894,59,1269,0
2020-04-18,247,1437,489,0,1770,9233,932,50,1134,0
2020-04-19,289,1528,447,0,1716,8634,943,56,1224,0
2020-04-20,292,1586,474,0,1803,9104,973,73,1338,0
2020-04-21,285,1551,499,0,1774,8592,978,61,1314,0
2020-04-22,259,1548,498,0,1709,8576,981,61,1321,0
2020-04-23,240,1484,480,0,1349,7665,926,55,1234,1
2020-04-24,204,1387,483,0,1309,7377,890,59,1167,0
2020-04-25,230,1328,512,0,1274,6861,791,54,1083,1
2020-04-26,228,1322,538,1,1277,6879,870,58,1073,0
2020-04-27,251,1492,882,0,1499,7460,981,76,1221,0
2020-04-28,233,1447,722,0,1409,6892,919,52,1218,0
2020-04-29,235,1556,682,0,1326,6770,880,51,1196,0
2020-04-30,194,1363,649,0,1342,6293,857,79,1118,1
2020-05-01,157,1276,510,0,1138,6305,799,59,1025,0
2020-05-02,148,1187,613,0,1133,6386,854,44,893,0
2020-05-03,135,1311,614,0,1146,6577,816,36,943,0
2020-05-04,169,1449,630,0,1221,6694,839,52,1067,1
2020-05-05,155,1408,641,1,1231,6739,881,46,1028,2
2020-05-06,180,1251,642,0,1163,6509,867,66,918,0
2020-05-07,166,1183,592,1,1128,5976,835,38,815,0
2020-05-08,130,1122,493,1,1009,6311,754,38,672,0
2020-05-09,145,1020,466,2,1005,6010,671,47,745,1
2020-05-10,123,1090,538,0,977,6277,675,44,747,0
2020-05-11,140,1182,546,1,1046,6262,731,67,745,1
2020-05-12,147,1124,595,0,1083,6065,736,55,770,0
2020-05-13,143,1175,551,0,1107,6559,732,54,847,0
2020-05-14,155,1249,576,0,1003,6811,741,40,976,0
2020-05-15,113,1170,497,0,894,6088,620,41,850,0
2020-05-16,120,1111,476,0,889,5758,653,51,807,0
2020-05-17,98,1107,467,1,925,6750,623,43,887,0
2020-05-18,142,1254,562,0,1049,6644,691,41,922,0
2020-05-19,134,1231,452,1,1033,6404,650,38,792,1
2020-05-20,131,1120,508,0,1024,5780,682,45,792,1
2020-05-21,107,1167,504,0,1039,5588,699,36,720,1
2020-05-22,138,1100,471,0,963,5363,662,58,737,1
2020-05-23,87,1125,447,0,889,5329,605,45,628,0
2020-05-24,114,1066,439,0,901,5169,615,41,707,1
2020-05-25,118,1098,511,1,922,5487,671,40,730,0
2020-05-26,102,1282,614,0,953,5905,688,54,747,0
2020-05-27,113,1222,516,0,1026,6543,666,49,680,0
2020-05-28,127,1202,580,0,1061,5854,648,32,688,1
2020-05-29,98,1045,442,1,1070,5636,610,76,488,0
2020-05-30,62,965,363,2,977,5150,555,54,435,0
2020-05-31,80,1103,464,0,887,4970,548,51,413,1
2020-06-01,66,1113,482,0,1086,4883,562,55,491,0
2020-06-02,74,1070,497,0,1120,4881,644,55,576,0
2020-06-03,70,1085,513,0,1224,5267,575,37,485,0
2020-06-04,87,1057,498,0,1081,5112,585,57,445,1
2020-06-05,75,1067,445,0,1033,5275,599,37,472,0
2020-06-06,63,1019,445,0,970,5292,570,30,396,1
2020-06-07,87,991,467,0,1000,5728,608,52,440,0
2020-06-08,77,1050,581,0,1139,5266,654,69,473,3
2020-06-09,63,1182,512,0,1120,5259,677,54,525,0
2020-06-10,67,1081,489,0,1048,4903,584,57,483,0
2020-06-11,70,958,520,0,1135,5020,584,37,432,0
2020-06-12,61,934,451,0,1031,4923,640,59,397,2
2020-06-13,78,828,451,0,1039,4452,529,49,369,1
2020-06-14,55,886,469,0,942,4741,510,35,351,0
2020-06-15,60,1058,520,0,1141,4693,645,45,396,1
2020-06-16,72,995,676,0,1151,3961,606,66,389,0
2020-06-17,81,999,463,0,1172,4473,644,52,409,0
2020-06-18,65,1071,544,0,1113,4284,576,45,456,0
2020-06-19,80,1266,498,1,1049,4866,575,38,720,0
2020-06-20,62,1303,439,0,963,4870,491,39,770,2
2020-06-21,65,1252,495,0,1118,4715,514,39,791,0
2020-06-22,76,1527,534,0,1309,5101,585,39,867,0
2020-06-23,68,1479,514,0,1141,5067,574,65,902,1
2020-06-24,76,1491,571,0,1119,4749,558,44,872,0
2020-06-25,71,1424,490,1,1134,5232,614,42,850,1
2020-06-26,64,1419,469,1,1119,5135,599,54,770,0
2020-06-27,83,1365,470,1,1021,4811,494,79,736,0
2020-06-28,82,1335,502,0,1039,4822,536,81,819,1
2020-06-29,86,1618,466,3,1183,5094,580,75,918,0
2020-06-30,95,1564,510,0,1153,5169,562,34,859,0
2020-07-01,83,1557,494,0,1135,4879,539,54,813,0
2020-07-02,82,1547,509,1,1074,4836,570,51,829,1
2020-07-03,93,1426,462,1,998,4723,525,54,829,0
2020-07-04,79,1325,463,0,966,4633,544,47,814,0
2020-07-05,63,1377,464,0,970,4999,561,48,770,0
2020-07-06,78,1560,545,0,1094,5558,751,49,960,0
2020-07-07,111,1735,492,2,1164,8472,686,46,955,1
2020-07-08,105,1851,542,0,1227,6247,577,69,918,0
2020-07-09,81,1622,485,0,1204,5773,623,56,861,0
2020-07-10,72,1468,426,0,1136,6577,576,38,863,0
2020-07-11,65,1408,412,0,1100,5645,504,40,818,0
2020-07-12,64,1476,422,0,1084,5502,582,40,962,1
2020-07-13,100,1706,568,0,1198,5825,584,54,936,0
2020-07-14,105,1639,550,0,1416,5533,743,77,1010,0
2020-07-15,88,1695,494,1,1456,5446,645,42,899,1
2020-07-16,92,1747,492,0,1173,5734,650,56,814,0
2020-07-17,74,1579,441,1,909,6019,606,54,792,0
2020-07-18,77,1539,459,0,898,5637,603,63,727,1
2020-07-19,88,1670,473,1,896,5658,592,63,739,0
2020-07-20,84,1779,574,0,916,6112,619,49,829,0
2020-07-21,79,1729,543,0,1007,5842,626,70,855,0
2020-07-22,82,1816,511,0,1013,5635,632,61,818,1
2020-07-23,99,1704,553,0,1019,5929,646,62,873,0
2020-07-24,104,1619,490,0,1069,5188,523,47,798,0
2020-07-25,87,1555,449,0,973,5323,498,42,768,0
2020-07-26,61,1565,484,0,962,5334,562,52,706,0
2020-07-27,73,1727,551,0,1019,5598,651,45,742,0
2020-07-28,79,1717,563,0,1001,5282,634,47,802,1
2020-07-29,82,1634,511,0,954,5254,579,58,794,0
2020-07-30,73,1202,482,0,959,5029,614,40,753,1
2020-07-31,98,1150,454,0,942,5035,582,47,697,1
2020-08-01,68,1004,450,0,880,4316,522,26,679,0
2020-08-02,77,1099,488,0,953,4598,563,38,716,0
2020-08-03,82,1176,474,0,969,4800,549,56,729,0
2020-08-04,84,1253,580,0,1093,4967,573,53,802,0
2020-08-05,84,1183,459,0,1019,4700,619,56,820,1
2020-08-06,68,1133,556,0,1083,4651,501,48,734,0
2020-08-07,61,1135,448,0,1068,4614,466,42,724,0
2020-08-08,76,999,453,0,934,4707,527,40,714,0
2020-08-09,92,939,546,0,1032,4924,592,58,716,1
2020-08-10,75,1118,500,0,1169,5069,590,47,787,0
2020-08-11,86,1172,566,0,1134,4690,619,63,832,0
2020-08-12,71,1201,455,0,1146,4577,556,50,753,0
2020-08-13,69,1079,412,0,1190,4481,557,44,783,0
2020-08-14,84,1016,408,0,1058,4463,577,47,694,0
2020-08-15,67,1036,745,0,1071,4470,596,41,651,0
2020-08-16,61,1025,609,0,998,4558,630,39,676,0
2020-08-17,74,1051,547,0,1136,4673,578,64,738,0
2020-08-18,88,1144,550,0,1145,4747,750,63,798,1
2020-08-19,61,1177,502,0,1305,4568,694,46,736,1
2020-08-20,67,1085,481,0,1196,7715,590,77,712,0
2020-08-21,81,1100,450,0,1120,8079,569,61,690,0
2020-08-22,59,1008,390,0,1009,4819,534,34,559,0
2020-08-23,67,1123,480,0,1105,4877,619,44,675,1
2020-08-24,75,1202,555,0,1202,4798,669,42,828,0
2020-08-25,70,1262,504,1,1250,4939,620,50,731,0
2020-08-26,75,1150,493,0,1281,4652,578,34,748,1
2020-08-27,83,1238,490,0,1216,4721,611,43,694,1
2020-08-28,66,1040,453,0,1218,4525,574,48,684,1
2020-08-29,61,1041,504,1,1107,4801,593,34,701,1
2020-08-30,73,1031,460,0,1122,5122,528,49,730,0
2020-08-31,66,1199,460,0,1265,5166,543,42,731,1
2020-09-01,62,1292,462,0,1287,5180,590,53,739,0
2020-09-02,66,1281,468,0,1284,5174,560,63,737,1
2020-09-03,80,1214,529,0,1400,4830,579,56,798,0
2020-09-04,53,1185,438,0,1251,4782,503,41,783,0
2020-09-05,66,1104,400,0,1131,4808,529,50,697,0
2020-09-06,52,1226,434,0,1047,4834,527,39,725,1
2020-09-07,73,1188,479,0,1274,5054,626,62,736,0
2020-09-08,60,1300,465,0,1395,5388,639,61,848,1
2020-09-09,66,1204,457,0,1471,5002,556,66,789,0
2020-09-10,88,1296,480,1,1477,4873,553,60,745,0
2020-09-11,78,1195,535,0,1377,5097,542,54,814,0
2020-09-12,60,1113,430,0,1192,4871,507,43,634,0
2020-09-13,49,1217,454,0,1268,5796,536,47,793,0
2020-09-14,85,1321,497,0,1469,5236,668,67,798,0
2020-09-15,78,1561,525,1,1356,4890,607,69,834,0
2020-09-16,83,1524,505,0,1273,4960,576,59,760,0
2020-09-17,88,1522,481,0,1325,5113,534,68,788,0
2020-09-18,76,1491,474,0,1308,4982,521,56,740,0
2020-09-19,72,1386,376,0,1175,4872,490,38,670,1
2020-09-20,70,1516,420,0,1159,4817,531,48,690,0
2020-09-21,104,1655,518,0,1374,5021,596,71,818,0
2020-09-22,96,1614,540,0,1359,5194,523,80,834,0
2020-09-23,89,1637,556,0,1438,5316,515,68,807,0
2020-09-24,84,1520,489,0,1334,5054,559,57,837,0
2020-09-25,76,1374,480,0,1304,5289,579,77,728,0
2020-09-26,77,1390,428,0,1190,5007,620,35,786,1
2020-09-27,80,1413,429,0,1135,5079,517,55,774,0
2020-09-28,76,1612,537,0,1401,5717,566,75,794,0
2020-09-29,96,1609,537,0,1407,6175,613,68,758,0
2020-09-30,70,1459,517,0,1367,5426,607,58,736,0
2020-10-01,87,1379,503,0,1421,5069,527,61,785,0
2020-10-02,93,1311,569,0,1295,4909,524,172,749,0
2020-10-03,73,1235,646,0,1260,4684,523,273,712,0
2020-10-04,70,1281,485,0,1257,5044,509,66,771,0
2020-10-05,106,1434,559,0,1507,5126,588,78,867,0
2020-10-06,155,1481,598,0,1613,5430,561,68,823,0
2020-10-07,121,1404,632,0,1539,5510,700,78,895,1
2020-10-08,127,1355,563,0,1520,5773,788,88,827,0
2020-10-09,84,1269,584,0,1426,5358,642,63,840,0
2020-10-10,80,1219,564,0,1262,5154,662,72,782,0
2020-10-11,86,1154,539,0,1290,5294,636,48,859,0
2020-10-12,99,1328,618,0,1488,6251,801,75,973,0
