Date,"Acute exacerbation of chronic obstructive pulmonary disease","Paracetamol","1580 influenza pandemic","Spanish flu","2017–2018 United States flu season","2007 Bernard Matthews H5N1 outbreak","2006 H5N1 outbreak in India","2008 H5N1 outbreak in West Bengal","Antigen","1977 Russian flu"
2018-01-11,453,6148,0,320,0,28,26,14,1378,0
2018-01-12,419,5689,0,318,0,16,18,12,1248,0
2018-01-13,378,5401,0,307,0,11,13,6,957,0
2018-01-14,376,5300,0,246,0,6,18,79,1027,0
2018-01-15,452,5783,0,279,0,30,21,6,1353,0
2018-01-16,507,6176,0,359,0,20,12,15,1520,0
2018-01-17,446,6083,0,358,0,19,13,6,1568,0
2018-01-18,486,6133,0,344,0,22,26,15,1545,0
2018-01-19,429,5668,0,299,0,12,16,6,1378,0
2018-01-20,390,5225,0,254,0,5,8,0,1060,0
2018-01-21,411,5927,0,264,0,10,14,2,1140,0
2018-01-22,481,6531,0,257,0,13,9,6,1484,0
2018-01-23,485,6047,0,284,0,14,2,10,1642,0
2018-01-24,496,6017,0,263,0,15,16,9,1536,0
2018-01-25,566,5664,0,284,0,8,8,7,1392,0
2018-01-26,451,5266,0,340,0,14,12,4,1138,0
2018-01-27,450,5163,0,388,0,11,13,5,1006,0
2018-01-28,383,5276,0,314,0,10,14,8,1221,0
2018-01-29,497,6204,0,422,0,16,8,11,1402,0
2018-01-30,560,5867,0,352,0,10,8,9,1487,0
2018-01-31,575,5786,0,304,0,22,14,10,1454,0
2018-02-01,530,5862,0,290,0,16,12,4,1506,0
2018-02-02,425,5466,0,261,0,13,14,5,1272,0
2018-02-03,384,4938,0,236,0,5,5,4,938,0
2018-02-04,380,5038,0,222,0,10,6,3,1041,0
2018-02-05,478,5884,0,239,0,12,9,3,1383,0
2018-02-06,491,6386,0,264,0,14,9,4,1718,0
2018-02-07,465,6181,0,246,0,6,6,5,1458,0
2018-02-08,497,6037,0,265,0,12,20,5,1433,0
2018-02-09,449,5578,0,250,0,11,10,5,1212,0
2018-02-10,408,5387,0,205,0,7,12,5,1019,0
2018-02-11,416,5605,0,251,0,8,5,3,1089,0
2018-02-12,461,6705,0,379,0,16,9,10,1242,0
2018-02-13,474,6428,0,250,0,22,9,5,1425,0
2018-02-14,468,7383,0,213,0,12,8,5,1545,0
2018-02-15,475,6016,0,221,0,14,8,8,1427,0
2018-02-16,441,5662,0,201,0,13,5,5,1182,0
2018-02-17,375,5239,0,178,0,14,12,4,929,0
2018-02-18,422,5709,0,175,0,9,6,5,1111,0
2018-02-19,524,6363,0,234,0,15,13,4,1396,0
2018-02-20,530,6685,0,212,0,13,6,4,1454,0
2018-02-21,520,6223,0,180,0,12,13,4,1465,0
2018-02-22,484,6009,0,231,0,10,3,4,1487,0
2018-02-23,472,5752,0,188,0,17,6,1,1243,0
2018-02-24,384,5118,0,185,0,2,9,2,1042,0
2018-02-25,397,5438,0,233,0,8,3,2,1216,0
2018-02-26,555,6016,0,206,0,10,8,0,1465,0
2018-02-27,428,6099,0,180,0,11,15,8,1559,0
2018-02-28,450,5826,0,181,0,8,5,2,1522,0
2018-03-01,463,5761,0,205,0,12,16,3,1347,0
2018-03-02,407,5414,0,194,0,11,5,4,1208,0
2018-03-03,366,5167,0,175,0,8,9,4,985,0
2018-03-04,386,5415,0,257,0,26,17,13,1128,0
2018-03-05,481,6033,0,225,0,11,7,4,1486,0
2018-03-06,457,6131,0,219,0,8,3,5,1600,0
2018-03-07,441,6084,0,209,0,8,4,4,1606,0
2018-03-08,445,5807,0,292,0,9,6,3,1500,0
2018-03-09,436,5545,0,212,0,10,8,7,1367,0
2018-03-10,348,5070,0,194,0,7,1,4,992,0
2018-03-11,349,5578,0,259,0,11,6,2,1105,0
2018-03-12,518,6081,0,250,0,10,4,7,1497,0
2018-03-13,508,6281,0,234,0,6,4,0,1471,0
2018-03-14,480,6240,0,188,0,10,8,4,1565,0
2018-03-15,534,6205,0,186,0,7,7,4,1494,0
2018-03-16,433,5419,0,167,0,9,2,3,1326,0
2018-03-17,395,4894,0,134,0,5,14,2,1046,0
2018-03-18,386,5268,0,191,0,9,9,2,1123,0
2018-03-19,489,6093,0,157,0,3,7,0,1593,0
2018-03-20,492,5988,0,172,0,6,3,5,1554,0
2018-03-21,488,6068,0,210,0,15,7,9,1574,0
2018-03-22,423,5968,0,230,0,16,20,7,1525,0
2018-03-23,379,5317,0,191,0,12,9,2,1220,0
2018-03-24,368,4849,0,151,0,5,3,4,972,0
2018-03-25,330,5277,0,158,0,5,7,7,1050,0
2018-03-26,452,6018,0,200,0,11,19,8,1491,0
2018-03-27,504,6205,0,192,0,6,5,6,1585,0
2018-03-28,451,5938,0,157,0,5,10,2,1421,0
2018-03-29,418,5334,0,141,0,8,3,6,1256,0
2018-03-30,343,5156,0,188,0,11,5,5,1048,0
2018-03-31,314,4711,0,169,0,5,1,3,1021,0
2018-04-01,308,4799,0,136,0,11,5,3,1103,0
2018-04-02,396,5375,0,169,0,21,15,7,1352,0
2018-04-03,492,5547,0,158,0,16,6,4,1395,0
2018-04-04,469,5805,0,164,0,6,4,3,1521,0
2018-04-05,444,5574,0,184,0,8,7,4,1488,0
2018-04-06,403,5318,0,141,0,13,10,5,1284,0
2018-04-07,328,4770,0,144,0,7,4,2,1009,0
2018-04-08,344,5070,0,172,0,8,3,3,1115,0
2018-04-09,456,6144,0,184,0,5,9,0,1514,0
2018-04-10,449,6026,0,240,0,20,20,11,1432,0
2018-04-11,471,5770,0,239,0,11,6,6,1587,0
2018-04-12,454,5753,0,231,0,6,6,11,1602,0
2018-04-13,376,5398,0,194,0,18,8,6,1213,0
2018-04-14,366,4814,0,176,0,7,3,4,901,0
2018-04-15,378,5224,0,165,0,11,4,4,1166,0
2018-04-16,514,6008,0,187,0,7,6,7,1601,0
2018-04-17,530,6013,0,160,0,6,5,3,1731,0
2018-04-18,522,5653,0,162,0,8,7,5,1579,0
2018-04-19,444,5545,0,174,0,7,3,6,1411,0
2018-04-20,339,5297,0,168,0,3,6,3,1256,0
2018-04-21,308,4695,0,155,0,7,7,4,1004,0
2018-04-22,371,4931,0,174,0,7,8,3,1256,0
2018-04-23,428,5445,0,169,0,7,8,5,1566,0
2018-04-24,409,5921,0,173,0,9,0,5,1604,0
2018-04-25,425,5781,0,195,0,5,9,1,1531,0
2018-04-26,416,5474,0,173,0,10,9,2,1428,0
2018-04-27,340,4896,0,165,0,7,5,2,1225,0
2018-04-28,326,4466,0,174,0,6,6,3,941,0
2018-04-29,312,5004,0,146,0,6,2,0,1157,0
2018-04-30,363,5613,0,131,0,11,2,6,1392,0
2018-05-01,417,5274,0,163,0,6,7,2,1380,0
2018-05-02,431,5394,0,140,0,4,2,8,1412,0
2018-05-03,396,5278,0,171,0,5,3,3,1458,0
2018-05-04,373,5023,0,148,0,5,8,3,1216,0
2018-05-05,311,4417,0,134,0,5,3,4,967,0
2018-05-06,320,4534,0,157,0,5,2,2,1032,0
2018-05-07,403,5292,0,175,0,12,6,4,1334,0
2018-05-08,402,5330,0,156,0,5,6,1,1425,0
2018-05-09,438,5255,0,164,0,7,9,2,1379,0
2018-05-10,376,5311,0,145,0,6,6,4,1316,0
2018-05-11,385,4919,0,143,0,3,5,0,1178,0
2018-05-12,324,4489,0,105,0,7,11,4,1001,0
2018-05-13,331,4956,0,121,0,6,4,2,1207,0
2018-05-14,410,5353,0,146,0,4,12,6,1555,0
2018-05-15,409,5333,0,133,0,9,4,3,1503,0
2018-05-16,421,5453,0,160,0,12,2,3,1565,0
2018-05-17,395,5279,0,142,0,5,5,5,1423,0
2018-05-18,396,4813,0,144,0,11,13,3,1190,0
2018-05-19,291,4487,0,128,0,11,6,5,949,0
2018-05-20,328,4811,0,125,0,4,1,0,1148,0
2018-05-21,422,5230,0,215,0,9,10,4,1294,0
2018-05-22,459,5432,0,180,0,7,12,4,1350,0
2018-05-23,434,5894,0,167,0,11,7,3,1388,0
2018-05-24,371,5474,0,145,0,6,11,4,1316,0
2018-05-25,311,4885,0,196,0,3,11,2,1102,0
2018-05-26,283,4543,0,124,0,4,5,3,857,0
2018-05-27,283,4802,0,151,0,4,2,3,867,0
2018-05-28,326,4989,0,173,0,7,7,5,1012,0
2018-05-29,379,5323,0,183,0,12,9,6,1228,0
2018-05-30,354,5264,0,148,0,7,7,4,1189,0
2018-05-31,405,5133,0,130,0,11,6,4,1133,0
2018-06-01,346,4703,0,140,0,5,12,4,1016,0
2018-06-02,281,4518,0,107,0,4,5,2,838,0
2018-06-03,328,4497,0,155,0,7,3,3,897,0
2018-06-04,387,5117,0,1780,0,9,9,3,1250,0
2018-06-05,367,5120,0,2005,0,11,7,4,1191,0
2018-06-06,364,5260,0,542,0,7,7,6,1167,0
2018-06-07,346,5181,0,416,0,7,2,2,1048,0
2018-06-08,330,4942,0,371,0,7,12,5,915,0
2018-06-09,268,4565,0,294,0,6,8,3,710,0
2018-06-10,293,4590,0,316,0,8,1,3,829,0
2018-06-11,313,5228,0,247,0,7,8,4,1079,0
2018-06-12,379,5132,0,203,0,8,9,5,1063,0
2018-06-13,350,5221,0,213,0,12,5,3,1111,0
2018-06-14,371,4850,0,197,0,8,7,7,1056,0
2018-06-15,275,4373,0,1349,0,10,5,4,752,0
2018-06-16,273,4209,0,2006,0,4,6,1,688,0
2018-06-17,250,4658,0,1972,0,9,4,5,756,0
2018-06-18,343,4821,0,2167,0,7,6,4,980,0
2018-06-19,391,5767,0,2219,0,12,13,7,1182,0
2018-06-20,328,4902,0,2017,0,5,9,3,1046,0
2018-06-21,332,4892,0,2120,0,7,6,4,1016,0
2018-06-22,298,4438,0,1833,0,3,14,3,856,0
2018-06-23,235,4283,0,2070,0,9,4,1,717,0
2018-06-24,264,4435,0,2139,0,7,10,2,826,0
2018-06-25,378,5007,0,2037,0,6,6,2,1005,0
2018-06-26,331,5099,0,1892,0,7,9,3,1021,0
2018-06-27,356,5118,0,1771,0,6,2,2,1013,0
2018-06-28,332,4847,0,1728,0,10,2,5,976,0
2018-06-29,277,4805,0,1600,0,4,9,5,895,0
2018-06-30,233,4388,0,1611,0,6,2,1,676,0
2018-07-01,244,4526,0,1825,0,7,10,7,737,0
2018-07-02,356,4818,0,1755,0,2,6,3,952,0
2018-07-03,337,5575,0,1804,0,3,5,1,1032,0
2018-07-04,316,5336,0,2587,0,4,3,2,910,0
2018-07-05,349,4912,0,1959,0,5,4,2,889,0
2018-07-06,304,4827,0,1810,0,9,8,3,757,0
2018-07-07,254,4326,0,2891,0,2,7,3,713,0
2018-07-08,277,4508,0,3594,0,10,10,4,802,0
2018-07-09,403,5328,0,2661,0,16,15,10,933,0
2018-07-10,367,6039,0,2213,0,13,5,4,1103,0
2018-07-11,337,5610,0,1944,0,5,5,11,1005,0
2018-07-12,334,5468,0,1860,0,5,8,5,1028,0
2018-07-13,297,4961,0,1849,0,12,7,4,895,0
2018-07-14,273,4659,0,2343,0,11,3,4,783,0
2018-07-15,303,4541,0,2615,0,11,8,3,852,0
2018-07-16,321,5127,0,2217,0,7,7,2,1038,0
2018-07-17,340,5124,0,2223,0,8,5,4,1054,0
2018-07-18,322,5265,0,2052,0,8,3,1,1008,0
2018-07-19,328,4983,0,1938,0,6,6,4,1000,0
2018-07-20,303,4617,0,1733,0,9,7,3,886,0
2018-07-21,238,4402,0,3280,0,6,7,5,776,0
2018-07-22,266,4851,0,3446,0,7,7,8,874,0
2018-07-23,368,4926,0,2695,0,4,1,0,1007,0
2018-07-24,339,5269,0,2294,0,10,4,0,1059,0
2018-07-25,392,5126,0,2188,0,9,8,5,1027,0
2018-07-26,278,5132,0,2237,0,7,5,2,1084,0
2018-07-27,232,4663,0,2140,0,3,3,2,865,0
2018-07-28,226,4293,0,2516,0,11,6,4,709,0
2018-07-29,217,4644,0,2951,0,6,7,4,733,0
2018-07-30,285,4925,0,2460,0,5,4,3,1068,0
2018-07-31,303,5013,0,2149,0,7,4,11,1065,0
2018-08-01,276,5110,0,1962,0,14,12,3,1049,0
2018-08-02,250,5452,0,1951,0,3,9,4,1082,0
2018-08-03,223,4966,0,2212,0,6,5,5,977,0
2018-08-04,209,4564,0,2514,0,6,7,4,737,0
2018-08-05,243,4621,0,3226,0,4,5,3,745,0
2018-08-06,354,5090,0,3098,0,8,9,4,1041,0
2018-08-07,302,5145,0,2227,0,7,4,1,1009,0
2018-08-08,391,5172,0,2227,0,5,7,3,1055,0
2018-08-09,263,5095,0,2799,0,16,7,2,1044,0
2018-08-10,241,4858,0,2164,0,5,8,1,906,0
2018-08-11,322,4307,0,2187,0,4,2,0,778,0
2018-08-12,266,4642,0,2663,0,10,10,2,855,0
2018-08-13,260,5206,0,2229,0,2,4,3,977,0
2018-08-14,280,5074,0,2211,0,12,9,3,1032,0
2018-08-15,287,5030,0,2022,0,9,2,1,879,0
2018-08-16,277,4878,0,1979,0,7,11,3,942,0
2018-08-17,242,4707,0,2245,0,8,2,4,873,0
2018-08-18,216,4285,0,2030,0,3,4,4,634,0
2018-08-19,208,4623,0,2241,0,8,9,4,743,0
2018-08-20,290,5242,0,2205,0,13,12,4,940,0
2018-08-21,264,5183,0,2040,0,10,7,5,1019,0
2018-08-22,256,4964,0,1949,0,11,0,4,951,0
2018-08-23,270,4903,0,1957,0,10,4,6,955,0
2018-08-24,282,4769,0,2005,0,8,7,1,832,0
2018-08-25,167,4181,0,2036,0,7,2,4,718,0
2018-08-26,184,4474,0,2699,0,8,10,6,706,0
2018-08-27,376,5135,0,2260,0,16,7,6,949,0
2018-08-28,255,5352,0,2213,0,10,8,2,1191,0
2018-08-29,257,5253,0,2473,0,9,3,1,1100,0
2018-08-30,259,5305,0,2178,0,6,7,5,1075,0
2018-08-31,268,4749,0,2218,0,16,8,7,878,0
2018-09-01,232,4327,0,2393,0,1,2,0,745,0
2018-09-02,188,4494,0,2407,0,4,1,2,737,0
2018-09-03,268,5199,0,3139,0,13,5,3,894,0
2018-09-04,298,5252,0,2611,0,20,9,7,984,0
2018-09-05,316,5622,0,2778,0,9,6,2,1030,0
2018-09-06,300,5612,0,2517,0,8,8,6,1038,0
2018-09-07,250,5059,0,2308,0,9,5,3,838,0
2018-09-08,219,4676,0,2356,0,5,3,6,756,0
2018-09-09,209,4942,0,3146,0,8,214,5,798,0
2018-09-10,298,5634,0,3019,0,7,144,4,990,0
2018-09-11,289,5516,0,2707,0,8,70,3,1017,0
2018-09-12,311,5445,0,2596,0,5,31,4,1038,0
2018-09-13,280,5271,0,2843,0,7,36,2,1026,0
2018-09-14,259,5055,0,2557,0,7,16,1,922,0
2018-09-15,235,4516,0,2235,0,5,19,4,767,0
2018-09-16,232,4858,0,2763,0,7,10,2,903,0
2018-09-17,326,5708,0,2902,0,11,22,8,1163,0
2018-09-18,337,6146,0,2726,0,4,7,10,1195,0
2018-09-19,336,5660,0,3010,0,14,6,4,1100,0
2018-09-20,280,5362,0,13494,0,27,10,10,1167,0
2018-09-21,299,4807,0,4888,0,13,13,4,929,0
2018-09-22,220,4456,0,3944,0,12,9,1,699,0
2018-09-23,233,4592,0,3610,0,4,8,3,973,0
2018-09-24,278,5376,0,3596,0,7,11,6,1156,0
2018-09-25,338,5308,0,12088,0,11,7,2,1141,0
2018-09-26,333,5530,0,7073,0,16,11,5,1133,0
2018-09-27,270,5327,0,5038,0,6,9,4,1049,0
2018-09-28,282,4764,0,4489,0,9,5,1,876,0
2018-09-29,285,4282,0,4018,0,6,4,2,742,0
2018-09-30,210,4730,0,5144,0,5,6,3,832,0
2018-10-01,259,5253,0,5572,0,7,5,0,1358,0
2018-10-02,327,5356,0,4123,0,7,3,1,1351,0
2018-10-03,328,5738,0,4055,0,9,5,3,1167,0
2018-10-04,325,5165,0,4503,0,7,8,2,1097,0
2018-10-05,228,4886,0,3622,0,8,6,2,1092,0
2018-10-06,222,4605,0,3140,0,3,12,3,1014,0
2018-10-07,246,4776,0,3860,0,2,8,0,1487,0
2018-10-08,317,5336,0,3768,0,6,8,7,1254,0
2018-10-09,321,5600,0,3989,0,5,3,5,1295,0
2018-10-10,326,5702,0,4062,0,13,10,8,1232,0
2018-10-11,306,5252,0,3735,0,9,15,5,1223,0
2018-10-12,308,4755,0,3319,0,3,6,2,1104,0
2018-10-13,234,4594,0,3097,0,7,11,2,821,0
2018-10-14,289,4990,0,3392,0,3,6,0,935,0
2018-10-15,387,5301,0,3899,0,3,9,2,1152,0
2018-10-16,361,5522,0,4105,0,14,7,2,1209,0
2018-10-17,331,5386,0,4824,0,14,3,4,1238,0
2018-10-18,289,5064,0,4108,0,16,5,2,1148,0
2018-10-19,231,4902,0,3491,0,6,1,5,938,0
2018-10-20,217,4580,0,3188,0,10,7,4,914,0
2018-10-21,246,4696,0,3533,0,9,3,1,990,0
2018-10-22,330,5626,0,4440,0,10,9,1,1319,0
2018-10-23,290,5652,0,4266,0,9,8,5,1328,0
2018-10-24,283,5663,0,4418,0,15,10,9,1387,0
2018-10-25,279,5703,0,4606,0,15,10,4,1338,0
2018-10-26,257,5416,0,3915,0,6,6,3,1059,0
2018-10-27,197,4647,0,3253,0,1,2,4,865,0
2018-10-28,257,5100,0,3450,0,5,9,4,1034,0
2018-10-29,285,5504,0,3792,0,4,4,4,1270,0
2018-10-30,290,5545,0,3849,0,12,9,2,1397,0
2018-10-31,246,5350,0,3908,0,7,9,6,1295,0
2018-11-01,248,5245,0,3463,0,16,3,1,1206,0
2018-11-02,260,4836,0,3437,0,9,5,2,1056,0
2018-11-03,198,4697,0,3635,0,5,13,1,892,0
2018-11-04,206,4686,0,6514,0,10,7,3,881,0
2018-11-05,252,5369,0,4696,0,8,10,5,1371,0
2018-11-06,304,5266,0,4465,0,3,4,6,1375,0
2018-11-07,263,6398,0,4169,0,6,5,2,1188,0
2018-11-08,283,5090,0,4377,0,6,8,4,1152,0
2018-11-09,271,4968,0,5502,0,11,5,2,1039,0
2018-11-10,218,4787,0,6134,0,15,5,3,879,0
2018-11-11,216,4623,0,16722,0,29,18,15,908,0
2018-11-12,296,5366,0,10100,0,8,6,2,1280,0
2018-11-13,276,5497,0,6055,0,14,11,5,1400,0
2018-11-14,301,5530,0,4784,0,10,3,6,1490,0
2018-11-15,275,5296,0,4099,0,9,9,4,1342,0
2018-11-16,232,4658,0,3901,0,4,10,2,1076,0
2018-11-17,190,5450,0,3604,0,3,2,4,935,0
2018-11-18,244,4758,0,3929,0,11,3,3,1001,0
2018-11-19,294,5334,0,3905,0,15,7,4,1218,0
2018-11-20,310,5109,0,3733,0,12,1,0,1263,0
2018-11-21,265,5107,0,3422,0,12,5,2,1151,0
2018-11-22,249,4862,0,4192,0,5,6,3,1011,0
2018-11-23,225,4494,0,3309,0,7,7,4,976,0
2018-11-24,225,4472,0,3215,0,7,8,3,869,0
2018-11-25,227,4646,0,4050,0,7,6,5,987,0
2018-11-26,305,5497,0,3883,0,8,2,4,1287,0
2018-11-27,294,5466,0,3725,0,12,5,1,1383,0
2018-11-28,307,5761,0,3709,0,9,3,0,1389,0
2018-11-29,321,5215,0,3789,0,10,3,0,1323,0
2018-11-30,267,4912,0,3239,0,8,5,4,1090,0
2018-12-01,223,4470,0,2693,0,6,6,2,913,0
2018-12-02,264,4643,0,2838,0,9,5,2,1002,0
2018-12-03,285,5464,0,3888,0,6,9,4,1303,0
2018-12-04,310,6046,0,3940,0,8,7,3,1444,0
2018-12-05,276,5171,0,3397,0,10,8,3,1319,0
2018-12-06,296,5064,0,3466,0,9,6,4,1324,0
2018-12-07,256,4677,0,3312,0,5,4,3,1251,0
2018-12-08,230,4320,0,2698,0,9,11,6,911,0
2018-12-09,202,4655,0,2726,0,11,9,7,1103,0
2018-12-10,293,5065,0,3134,0,12,22,12,1279,0
2018-12-11,257,5413,0,3171,0,6,8,4,1220,0
2018-12-12,290,5022,0,3094,0,8,7,5,1174,0
2018-12-13,273,4835,0,3159,0,9,5,6,1231,0
2018-12-14,254,4684,0,2923,0,7,4,6,1019,0
2018-12-15,196,4200,0,5379,0,10,3,0,769,0
2018-12-16,174,4543,0,3236,0,11,10,12,877,0
2018-12-17,258,5039,0,3786,0,15,8,3,996,0
2018-12-18,294,4754,0,3710,0,12,10,5,1095,0
2018-12-19,256,4890,0,3239,0,10,11,6,1044,0
2018-12-20,241,4267,0,3022,0,15,12,6,947,0
2018-12-21,208,4026,0,2416,0,8,7,1,810,0
2018-12-22,206,3910,0,2447,0,7,6,1,657,0
2018-12-23,197,3711,0,2854,0,11,2,5,696,0
2018-12-24,176,3870,0,2701,0,9,8,5,677,0
2018-12-25,178,4207,0,3341,0,4,4,3,619,0
2018-12-26,254,4437,0,3104,0,10,22,6,723,0
2018-12-27,262,4684,0,3060,0,20,6,5,800,0
2018-12-28,256,4597,0,3314,0,9,17,5,731,0
2018-12-29,278,4322,0,4179,0,21,23,13,673,0
2018-12-30,237,4368,0,3928,0,8,12,6,619,0
2018-12-31,210,4356,0,4224,0,8,9,5,560,0
2019-01-01,224,3935,0,3699,0,5,13,1,718,0
2019-01-02,345,4737,0,4063,0,11,7,2,877,0
2019-01-03,308,5648,0,3875,0,15,8,4,873,0
2019-01-04,327,5445,0,3757,0,5,9,3,875,0
2019-01-05,244,5037,0,3415,0,10,14,8,790,0
2019-01-06,261,5141,0,3668,0,9,8,1,843,0
2019-01-07,293,5323,0,3563,0,9,8,6,1020,0
2019-01-08,341,5771,0,4156,0,17,3,7,1079,0
2019-01-09,293,5606,0,4768,0,9,16,5,1148,0
2019-01-10,269,5528,0,4308,0,10,7,5,1116,0
2019-01-11,260,5355,0,4273,0,15,12,6,975,0
2019-01-12,234,4807,0,4170,0,5,8,4,770,0
2019-01-13,281,4889,0,4835,0,7,2,2,838,0
2019-01-14,291,5981,0,5028,0,7,13,5,1014,0
2019-01-15,326,5517,0,4312,0,5,3,7,1081,0
2019-01-16,337,5701,0,3842,0,6,4,3,1191,0
2019-01-17,342,5391,0,3766,0,11,4,6,1132,0
2019-01-18,279,4989,0,6935,0,10,4,11,1016,0
2019-01-19,202,4719,0,3792,0,3,11,1,797,0
2019-01-20,269,4754,0,3398,0,2,6,1,841,0
2019-01-21,301,5122,0,3493,0,10,17,6,1025,0
2019-01-22,340,5581,0,3663,0,8,14,7,1300,0
2019-01-23,313,5615,0,3779,0,15,13,10,1138,0
2019-01-24,304,5433,0,3707,0,11,5,4,1129,0
2019-01-25,290,5059,0,3466,0,4,4,2,888,0
2019-01-26,250,4614,0,3303,0,5,7,11,797,0
2019-01-27,234,4980,0,3540,0,9,2,4,888,0
2019-01-28,299,5559,0,3685,0,10,5,3,1206,0
2019-01-29,335,5650,0,3816,0,7,3,3,1207,0
2019-01-30,311,5581,0,3585,0,9,5,2,1063,0
2019-01-31,312,6391,0,3421,0,8,9,3,1049,0
2019-02-01,259,5486,0,3577,0,6,11,3,941,0
2019-02-02,238,4846,0,3038,0,7,7,1,726,0
2019-02-03,262,5197,0,3120,0,11,12,5,855,0
2019-02-04,306,5393,0,3385,0,10,6,5,1099,0
2019-02-05,332,5691,0,3652,0,10,8,7,1146,0
2019-02-06,303,5716,0,3285,0,9,5,8,1128,0
2019-02-07,314,5698,0,3912,0,12,5,9,1125,0
2019-02-08,255,5376,0,3443,0,14,12,11,1096,0
2019-02-09,240,4812,0,2907,0,17,8,11,695,0
2019-02-10,219,5223,0,4003,0,4,3,6,844,0
2019-02-11,352,5805,0,3557,0,10,8,9,1144,0
2019-02-12,324,5850,0,3674,0,10,10,6,1160,0
2019-02-13,340,5834,0,4250,0,7,8,2,1122,0
2019-02-14,315,5594,0,3240,0,11,5,5,1027,0
2019-02-15,270,5206,0,3940,0,14,11,8,926,0
2019-02-16,233,4847,0,3298,0,7,5,4,763,0
2019-02-17,247,5023,0,3267,0,10,6,1,856,0
2019-02-18,315,5423,0,3591,0,8,15,5,1061,0
2019-02-19,338,5734,0,3619,0,16,16,9,1173,0
2019-02-20,318,5930,0,3562,0,7,7,5,1145,0
2019-02-21,293,5714,0,3827,0,6,5,4,1203,0
2019-02-22,304,5260,0,3306,0,8,10,11,1043,0
2019-02-23,254,4866,0,2729,0,5,7,6,880,0
2019-02-24,267,4965,0,4039,0,10,6,7,938,0
2019-02-25,286,5222,0,4204,0,6,14,3,1277,0
2019-02-26,375,5593,0,4139,0,5,5,5,1421,0
2019-02-27,362,5783,0,3504,0,8,9,8,1357,0
2019-02-28,332,5488,0,3539,0,12,14,5,1264,0
2019-03-01,262,5164,0,3248,0,10,5,4,1020,0
2019-03-02,254,4850,0,3833,0,10,7,2,799,0
2019-03-03,256,5084,0,3379,0,6,5,2,923,0
2019-03-04,358,5628,0,3470,0,10,7,4,1241,0
2019-03-05,316,5871,0,3287,0,3,4,26,1285,0
2019-03-06,381,5635,0,3367,0,8,4,5,1356,0
2019-03-07,305,5576,0,5759,0,5,10,5,1239,0
2019-03-08,286,5086,0,4668,0,5,2,5,1145,0
2019-03-09,292,4790,0,3927,0,7,6,13,851,0
2019-03-10,283,5037,0,3927,0,4,4,5,985,0
2019-03-11,344,5591,0,4606,0,5,9,8,1178,0
2019-03-12,313,5779,0,4799,0,28,5,6,1347,0
2019-03-13,349,5601,0,3319,0,7,5,2,1290,0
2019-03-14,337,5662,0,2926,0,11,6,3,1304,0
2019-03-15,303,5024,0,2823,0,2,7,3,1094,0
2019-03-16,259,4817,0,2367,0,8,5,3,880,0
2019-03-17,288,4834,0,3071,0,8,5,4,956,0
2019-03-18,353,5770,0,3673,0,7,9,7,1280,0
2019-03-19,367,5895,0,5371,0,11,11,11,1363,0
2019-03-20,345,5597,0,11731,0,15,8,1,1270,0
2019-03-21,339,5481,0,8139,0,9,10,5,1249,0
2019-03-22,297,5103,0,3564,0,9,7,2,1151,0
2019-03-23,227,4816,0,3391,0,2,12,4,904,0
2019-03-24,278,4997,0,3506,0,11,8,3,1106,0
2019-03-25,382,5568,0,3653,0,7,4,7,1434,0
2019-03-26,308,5779,0,3494,0,5,3,4,1479,0
2019-03-27,354,5997,0,3376,0,8,3,10,1384,0
2019-03-28,294,5599,0,3428,0,10,6,5,1252,0
2019-03-29,254,5183,0,3243,0,8,7,9,1147,0
2019-03-30,222,4632,0,2696,0,10,6,0,902,0
2019-03-31,270,4901,0,3772,0,6,3,4,1040,0
2019-04-01,274,5333,0,3323,0,3,5,3,1482,0
2019-04-02,347,5340,0,3104,0,14,7,10,1443,0
2019-04-03,295,5407,0,3166,0,8,11,2,1420,0
2019-04-04,313,5240,0,2961,0,5,11,4,1410,0
2019-04-05,273,5057,0,2810,0,13,6,1,1193,0
2019-04-06,204,4439,0,2499,0,7,8,5,844,0
2019-04-07,258,5016,0,3050,0,6,4,3,845,0
2019-04-08,307,5560,0,3650,0,7,6,5,1238,0
2019-04-09,332,5247,0,3426,0,8,5,8,1285,0
2019-04-10,356,5351,0,3219,0,11,11,1,1473,0
2019-04-11,297,5154,0,2940,0,20,5,7,1350,0
2019-04-12,266,4824,0,2878,0,9,5,4,1151,0
2019-04-13,200,4373,0,2568,0,4,4,2,829,0
2019-04-14,243,4683,0,2924,0,5,1,4,884,0
2019-04-15,277,4982,0,2992,0,7,4,4,1271,0
2019-04-16,336,5130,0,2934,0,13,8,8,1269,0
2019-04-17,272,4895,0,2509,0,6,10,4,1248,0
2019-04-18,249,4635,0,2358,0,9,11,2,1113,0
2019-04-19,234,4409,0,2388,0,5,4,4,889,0
2019-04-20,203,4437,0,2269,0,2,2,4,739,0
2019-04-21,205,4507,0,2692,0,6,6,4,880,0
2019-04-22,244,5026,0,2543,0,5,4,10,1217,0
2019-04-23,305,5271,0,2894,0,38,11,12,1293,0
2019-04-24,298,5190,0,2672,0,12,5,6,1297,0
2019-04-25,291,5103,0,2859,0,13,13,14,1406,0
2019-04-26,274,4710,0,2486,0,8,9,7,1122,0
2019-04-27,213,4497,0,2473,0,14,10,8,848,0
