Date,"Acute exacerbation of chronic obstructive pulmonary disease","Paracetamol","1580 influenza pandemic","Spanish flu","2017–2018 United States flu season","2007 Bernard Matthews H5N1 outbreak","2006 H5N1 outbreak in India","2008 H5N1 outbreak in West Bengal","Antigen","1977 Russian flu"
2020-08-08,101,4047,0,21314,304,6,4,3,841,0
2020-08-09,92,4153,0,22493,292,12,9,3,964,0
2020-08-10,118,4304,0,25435,367,7,6,7,1094,0
2020-08-11,112,4621,0,63236,409,4,6,2,1098,0
2020-08-12,114,4281,0,31872,295,6,8,13,1022,0
2020-08-13,120,4366,0,25457,325,4,12,6,1052,0
2020-08-14,104,4213,0,25593,257,54,16,2,954,0
2020-08-15,116,3907,0,22491,284,13,6,4,862,0
2020-08-16,87,4063,0,25914,281,16,7,3,869,0
2020-08-17,130,4323,0,21747,290,40,5,5,1065,0
2020-08-18,121,4383,0,19325,294,11,4,5,1147,0
2020-08-19,115,4230,0,21887,358,14,16,1,1032,0
2020-08-20,82,4300,0,17673,252,8,10,4,999,0
2020-08-21,90,4156,0,18873,261,17,13,5,935,0
2020-08-22,114,4223,0,31142,190,8,6,4,762,0
2020-08-23,94,4177,0,23494,247,9,11,7,827,0
2020-08-24,87,4484,0,18441,210,7,11,7,1041,0
2020-08-25,123,4457,0,16185,218,13,5,7,1094,0
2020-08-26,128,4602,0,14631,187,13,2,4,1077,0
2020-08-27,112,4650,0,13983,223,9,4,6,1309,0
2020-08-28,120,4283,0,13902,176,7,6,0,1154,0
2020-08-29,122,4120,0,14359,186,7,6,4,938,0
2020-08-30,119,4793,0,16393,248,10,4,3,891,0
2020-08-31,100,4547,0,15814,274,1,5,3,1025,0
2020-09-01,135,4602,0,14391,239,9,13,9,1116,0
2020-09-02,124,4725,0,13860,247,5,14,4,1199,0
2020-09-03,145,4628,0,13891,192,5,1,1,1198,0
2020-09-04,97,4303,0,13251,137,1,9,2,1062,0
2020-09-05,88,4179,0,12974,139,11,3,4,923,0
2020-09-06,106,4303,0,14997,166,3,2,3,891,0
2020-09-07,99,4696,0,15629,202,4,9,3,1272,0
2020-09-08,110,4969,0,14767,187,4,6,8,1197,0
2020-09-09,98,5356,0,15307,157,7,8,4,1197,0
2020-09-10,123,5077,0,16897,267,6,6,3,1367,0
2020-09-11,129,4806,0,16086,181,3,5,6,1103,0
2020-09-12,110,4518,0,15234,119,4,10,8,861,0
2020-09-13,110,4581,0,15855,157,9,7,2,836,0
2020-09-14,130,4987,0,16420,152,6,7,3,1130,0
2020-09-15,108,4757,0,15314,140,5,9,8,1239,0
2020-09-16,136,4756,0,15783,155,11,6,8,1152,0
2020-09-17,117,4994,0,16394,158,2,10,1,1312,0
2020-09-18,99,4705,0,17900,185,6,2,2,1139,0
2020-09-19,115,4446,0,15231,119,7,7,4,956,0
2020-09-20,94,4567,0,17224,161,11,4,2,894,0
2020-09-21,119,4974,0,19347,245,8,5,5,1210,0
2020-09-22,108,4949,0,23888,278,9,9,4,1405,0
2020-09-23,130,5019,0,22439,301,2,5,4,1226,0
2020-09-24,128,4762,0,18328,216,11,4,7,1221,0
2020-09-25,124,4518,0,19528,224,7,9,6,1266,0
2020-09-26,112,4325,0,18305,204,5,3,2,970,0
2020-09-27,107,4225,0,18448,196,4,11,0,978,0
2020-09-28,146,4709,0,19282,219,16,8,7,1211,0
2020-09-29,129,4771,0,31890,271,11,9,6,1350,0
2020-09-30,152,4679,0,17478,199,12,10,4,1337,0
2020-10-01,99,4458,0,14716,149,13,2,2,1200,0
2020-10-02,118,4281,0,16220,165,6,3,3,1329,0
2020-10-03,89,4346,0,18937,175,5,1,5,1253,0
2020-10-04,99,4192,0,17586,195,2,4,1,1173,0
2020-10-05,141,4634,0,17922,237,10,6,2,1283,0
2020-10-06,126,5015,0,17512,788,14,10,7,1409,0
2020-10-07,130,6093,0,17037,464,6,6,6,1454,0
2020-10-08,143,5069,0,17850,303,12,4,4,1511,0
2020-10-09,110,4875,0,17199,253,1,6,2,1398,0
2020-10-10,91,4582,0,17440,195,7,2,2,1035,0
2020-10-11,142,4625,0,19216,228,11,5,4,1062,0
2020-10-12,122,5069,0,19171,213,10,10,3,1267,0
2020-10-13,114,5312,0,17822,226,3,11,3,1418,0
2020-10-14,151,5089,0,17997,188,12,5,2,1505,0
2020-10-15,178,4968,0,20603,238,13,5,3,1788,0
2020-10-16,130,4688,0,19504,206,6,5,7,1354,0
2020-10-17,138,4339,0,19722,174,6,4,1,1142,0
2020-10-18,130,4555,0,20525,247,11,7,8,1095,0
2020-10-19,115,5010,0,21936,207,5,3,1,1355,0
2020-10-20,132,5395,0,19300,246,4,5,8,1394,0
2020-10-21,138,5130,0,19983,257,9,4,3,1523,0
2020-10-22,116,5054,0,19040,217,8,8,3,1363,0
2020-10-23,132,5425,0,18189,227,7,5,1,1220,0
2020-10-24,115,4449,0,20542,238,8,2,0,1010,0
2020-10-25,118,4396,0,21641,241,4,3,4,994,0
2020-10-26,117,4719,0,20850,271,6,6,3,1416,0
2020-10-27,145,5185,0,20292,278,4,3,2,1464,0
2020-10-28,134,4992,0,22433,258,4,4,0,1388,0
2020-10-29,145,4760,0,26512,232,4,4,4,1186,0
2020-10-30,129,4574,0,23375,284,6,6,3,1129,0
2020-10-31,92,4434,0,25384,237,5,3,8,1005,0
2020-11-01,118,4567,0,25413,234,2,9,6,1128,0
2020-11-02,145,5008,0,22744,236,18,7,11,1420,0
2020-11-03,127,4885,0,18102,192,9,5,4,1419,0
2020-11-04,131,4644,0,12733,129,6,13,4,1259,0
2020-11-05,146,4859,0,13729,160,3,4,3,1259,0
2020-11-06,141,5019,0,14647,144,4,5,2,1194,0
2020-11-07,103,4466,0,14913,137,7,4,2,935,0
2020-11-08,126,4768,0,15566,151,5,4,4,873,0
2020-11-09,138,5340,0,17506,202,10,4,6,1546,0
2020-11-10,162,5269,0,14530,197,10,4,6,1540,0
2020-11-11,119,5143,0,17278,201,18,7,6,1590,0
2020-11-12,147,4976,0,18274,244,10,5,6,1423,0
2020-11-13,92,4861,0,19689,233,11,5,5,1370,0
2020-11-14,87,4382,0,19443,233,13,7,8,995,0
2020-11-15,90,4779,0,20427,251,9,4,6,1185,0
2020-11-16,130,5155,0,21541,292,6,9,3,1833,0
2020-11-17,151,4972,0,19451,319,10,4,7,1956,0
2020-11-18,143,5190,0,19204,245,8,4,6,1965,0
2020-11-19,145,5060,0,20796,358,8,11,5,2138,0
2020-11-20,132,4749,0,18684,278,3,2,8,1757,0
2020-11-21,126,4555,0,19264,258,5,5,3,1173,0
2020-11-22,115,4849,0,21202,274,15,5,4,1236,0
2020-11-23,417,5014,0,19389,227,7,1,6,1642,0
2020-11-24,154,5202,0,16970,196,7,6,2,1624,0
2020-11-25,177,4954,0,16797,204,12,7,7,1412,0
2020-11-26,139,4796,0,25588,215,5,5,4,1349,0
2020-11-27,111,4509,0,20439,192,9,7,10,1209,0
2020-11-28,123,4434,0,18269,192,5,8,5,1172,0
2020-11-29,120,4361,0,18655,182,16,7,5,1110,0
2020-11-30,147,4643,0,17736,240,22,11,15,1639,0
2020-12-01,126,4843,0,16087,192,19,18,7,1532,0
2020-12-02,139,5025,0,15618,175,15,6,5,1746,0
2020-12-03,137,5171,0,19521,244,10,7,4,1726,0
2020-12-04,124,5138,0,17990,213,11,7,4,1430,0
2020-12-05,101,4723,0,17658,204,9,5,7,1260,0
2020-12-06,98,4622,0,17365,255,18,3,6,1212,0
2020-12-07,125,6570,0,16714,304,21,12,9,1534,0
2020-12-08,110,5184,0,16974,258,4,10,5,1726,0
2020-12-09,122,5164,0,20788,340,14,10,3,1722,0
2020-12-10,130,5201,0,19976,323,19,16,8,1651,0
2020-12-11,139,4881,0,18192,313,13,10,11,1512,0
2020-12-12,99,4501,0,16771,246,13,12,7,1346,0
2020-12-13,88,4422,0,17884,298,9,8,8,1259,0
2020-12-14,151,5116,0,19499,356,4,9,5,1567,0
2020-12-15,121,5307,0,18172,311,11,12,8,1504,0
2020-12-16,126,5357,0,16136,244,13,14,4,1684,0
2020-12-17,131,5224,0,20071,242,12,9,6,1739,0
2020-12-18,111,4866,0,20671,195,8,7,1,1699,0
2020-12-19,110,4503,0,24361,196,5,1,2,1429,0
2020-12-20,98,4304,0,33131,229,17,10,2,1429,0
2020-12-21,116,4869,0,32449,203,11,4,4,1558,0
2020-12-22,119,5139,0,25489,192,10,12,5,1595,0
2020-12-23,78,4647,0,22986,161,10,12,6,1547,0
2020-12-24,101,4123,0,20325,156,3,5,5,1145,0
2020-12-25,74,3738,0,20746,143,5,9,6,1062,0
2020-12-26,109,4674,0,24434,142,10,7,4,1355,0
2020-12-27,89,4564,0,26670,184,6,5,4,1217,0
2020-12-28,116,4682,0,24155,175,5,7,6,1435,0
2020-12-29,108,5002,0,24665,205,6,5,4,1653,0
2020-12-30,104,4981,0,26612,215,5,10,3,1678,0
2020-12-31,107,4484,0,29754,188,2,10,5,1250,0
2021-01-01,80,4150,0,29736,159,4,10,7,942,0
2021-01-02,104,4440,0,23872,180,5,28,7,1128,0
2021-01-03,129,4354,0,25843,241,3,35,6,1260,0
2021-01-04,153,4715,0,24544,210,3,101,9,1710,0
2021-01-05,144,4540,0,23965,206,22,658,29,1798,0
2021-01-06,113,4524,0,20155,196,5,582,17,1679,0
2021-01-07,139,4358,0,15407,137,5,456,16,1768,0
2021-01-08,118,4545,0,17694,168,9,420,14,1572,0
2021-01-09,115,4142,0,17934,154,8,406,11,1333,0
2021-01-10,116,4324,0,18809,157,13,427,15,1354,0
2021-01-11,121,4866,0,19039,144,6,609,19,1637,0
2021-01-12,113,4739,0,18573,140,15,357,20,1575,0
2021-01-13,142,4595,0,18700,153,4,248,14,1303,0
2021-01-14,120,4489,0,18441,155,9,204,14,1283,0
2021-01-15,105,4109,0,25235,188,18,183,11,1264,0
2021-01-16,111,3872,0,23305,130,10,116,4,1100,0
2021-01-17,117,3979,0,20951,109,10,149,10,1105,0
2021-01-18,118,4110,0,19196,134,6,99,4,1234,0
2021-01-19,115,4498,0,21880,191,14,68,9,1333,0
2021-01-20,138,4410,0,22151,173,12,70,15,1281,0
2021-01-21,123,4334,0,18578,165,10,71,16,1294,0
2021-01-22,128,4199,0,20350,168,5,64,8,1830,0
2021-01-23,93,4070,0,20436,153,13,66,8,1731,0
2021-01-24,107,4092,0,21111,147,4,73,6,1171,249
2021-01-25,120,4461,0,19532,155,8,61,4,1325,198
2021-01-26,127,4468,0,23577,126,4,40,8,1363,145
2021-01-27,117,4362,0,22471,127,13,48,9,1383,158
2021-01-28,101,4527,0,17757,128,12,43,4,1471,136
2021-01-29,135,4403,0,16670,106,9,33,5,1360,155
2021-01-30,88,3965,0,18973,126,11,30,8,1089,180
2021-01-31,107,4049,0,19272,114,8,30,6,1072,164
2021-02-01,94,4349,0,16323,143,4,38,4,1401,194
2021-02-02,118,4443,0,15482,116,8,24,5,1489,187
2021-02-03,143,4583,0,14310,111,5,23,5,1453,210
2021-02-04,125,4738,0,14186,124,7,33,3,1368,184
2021-02-05,104,4457,0,14941,125,10,28,4,1201,201
2021-02-06,86,4153,0,14152,106,3,36,3,1061,158
2021-02-07,97,4267,0,14879,104,8,22,5,1031,195
2021-02-08,97,4637,0,13381,102,5,22,9,1413,174
2021-02-09,104,4643,0,13703,127,6,27,5,1365,177
2021-02-10,141,4548,0,12550,110,4,29,5,1383,206
2021-02-11,114,4604,0,12303,101,5,24,4,1297,188
2021-02-12,111,4250,0,11722,85,3,14,3,1142,146
2021-02-13,85,4123,0,11809,96,4,29,4,929,124
2021-02-14,90,4119,0,11557,107,8,35,6,891,214
2021-02-15,120,4558,0,11904,110,12,21,3,1170,167
2021-02-16,138,4691,0,11239,114,4,24,1,1373,186
2021-02-17,125,4537,0,10747,100,9,19,8,1268,189
2021-02-18,98,4751,0,10806,100,8,6,7,1355,161
2021-02-19,112,4481,0,10858,93,8,12,7,1283,221
2021-02-20,93,4472,0,11596,83,38,34,17,1050,269
2021-02-21,112,4542,0,15394,137,34,31,29,1120,239
2021-02-22,114,4864,0,21042,192,34,29,16,1382,262
2021-02-23,114,5055,0,17791,216,14,13,8,1440,166
2021-02-24,143,5196,0,12682,111,8,20,9,1449,165
2021-02-25,137,5414,0,12155,113,11,10,10,1500,206
2021-02-26,144,4819,0,10908,114,7,19,8,1277,169
2021-02-27,118,4540,0,10935,95,10,6,6,1150,200
2021-02-28,126,4872,0,11791,94,6,10,2,1187,180
2021-03-01,112,5285,0,11136,99,2,13,7,1554,187
2021-03-02,118,5314,0,11486,114,9,13,6,1460,196
2021-03-03,120,5252,0,11916,129,8,3,9,1611,157
2021-03-04,142,5173,0,24820,118,6,13,6,1631,334
2021-03-05,90,5082,0,10613,97,2,6,6,1460,181
2021-03-06,84,4678,0,9879,92,4,16,0,1153,195
2021-03-07,110,4827,0,10850,108,9,15,5,1249,186
2021-03-08,136,5147,0,10103,88,9,12,4,1464,189
2021-03-09,112,5211,0,9495,76,5,12,4,1542,186
2021-03-10,115,5273,0,10200,98,9,12,6,1579,209
2021-03-11,137,5287,0,12451,113,7,10,3,1525,383
2021-03-12,113,5048,0,12438,140,9,9,8,1216,226
2021-03-13,90,5379,0,10861,84,10,12,7,1186,209
2021-03-14,85,5129,0,11532,113,6,9,1,1148,211
2021-03-15,127,5757,0,11247,95,7,10,4,1361,188
2021-03-16,125,6143,0,11236,61,7,6,4,1348,192
2021-03-17,118,6269,0,12424,86,1,8,9,1392,186
2021-03-18,103,5866,0,14028,75,4,12,3,1434,192
2021-03-19,129,5556,0,13649,103,3,11,1,1254,199
2021-03-20,106,5280,0,13075,78,2,4,4,981,169
2021-03-21,107,5467,0,13313,104,1,15,1,993,183
2021-03-22,149,5810,0,13155,91,4,11,1,1316,256
2021-03-23,128,5697,0,14860,93,1,9,6,1277,246
2021-03-24,131,5790,0,12930,78,10,4,7,1371,196
2021-03-25,123,5798,0,12271,95,5,11,4,1358,192
2021-03-26,138,5291,0,11011,64,4,15,4,1234,228
2021-03-27,102,5292,0,10895,81,6,2,3,963,184
2021-03-28,122,5512,0,11915,83,9,5,7,952,170
2021-03-29,110,5574,0,11978,108,3,5,3,1144,231
2021-03-30,115,5816,0,12030,93,6,11,5,1243,178
2021-03-31,113,5739,0,11522,98,4,5,7,1229,224
2021-04-01,118,5433,0,11208,109,6,12,5,1196,191
2021-04-02,93,5672,0,11830,81,3,4,3,1070,204
2021-04-03,79,5702,0,11939,105,6,9,2,997,211
2021-04-04,96,5538,0,13306,117,5,8,3,995,209
2021-04-05,108,7399,0,13410,86,4,3,7,1227,283
2021-04-06,128,6565,0,12965,93,5,4,6,1309,422
2021-04-07,116,6875,0,13005,92,7,8,2,1265,453
2021-04-08,130,6946,0,12751,87,2,13,5,1313,425
2021-04-09,114,6236,0,12382,73,4,4,3,1235,365
2021-04-10,120,6434,0,13191,75,2,1,3,1033,363
2021-04-11,91,6505,0,13518,91,1,3,2,1096,377
2021-04-12,100,6571,0,13587,105,4,4,3,1414,390
2021-04-13,120,6626,0,13688,115,0,5,3,1536,483
2021-04-14,115,6903,0,13196,82,8,1,8,1470,373
2021-04-15,110,6610,0,15459,88,9,3,4,1508,367
2021-04-16,108,6262,0,17073,109,7,8,7,1308,463
2021-04-17,110,5959,0,22850,93,4,10,4,1066,482
2021-04-18,82,6510,0,21309,83,5,6,7,1058,466
2021-04-19,120,6656,0,17410,95,4,6,4,1449,386
2021-04-20,128,6862,0,16030,80,1,6,3,1317,414
2021-04-21,120,6927,0,15038,77,13,2,4,1276,344
2021-04-22,142,7173,0,16841,71,2,6,8,1310,364
2021-04-23,107,7010,0,17544,79,8,17,3,1189,407
2021-04-24,84,6576,0,19007,70,0,15,6,1104,455
2021-04-25,110,6638,0,19313,93,8,6,2,1030,513
2021-04-26,121,6998,0,19716,97,6,8,6,1374,434
2021-04-27,93,6942,0,19076,112,3,9,3,1243,429
2021-04-28,119,7315,0,17462,83,0,14,5,1361,430
2021-04-29,138,7120,0,16422,83,3,5,2,1246,415
2021-04-30,85,6472,0,17299,84,8,15,5,1150,462
2021-05-01,80,6234,0,17874,70,4,17,10,951,454
2021-05-02,114,6181,0,16469,68,5,10,11,931,409
2021-05-03,98,6506,0,17086,73,4,9,7,1173,449
2021-05-04,134,6577,0,16623,69,5,7,5,1341,386
2021-05-05,137,7027,0,17414,70,6,11,2,1241,391
2021-05-06,106,7057,0,18604,83,5,7,11,1559,407
2021-05-07,107,6789,0,18144,56,4,15,7,1314,488
2021-05-08,93,6836,0,18754,52,2,7,3,1378,488
2021-05-09,77,6349,0,17900,48,9,8,9,1060,427
2021-05-10,111,6862,0,17342,70,4,2,4,1372,471
2021-05-11,131,6516,0,16051,70,3,4,9,1316,433
2021-05-12,106,6633,0,15486,57,8,7,3,1296,392
2021-05-13,102,5959,0,15315,58,11,5,1,1197,383
2021-05-14,93,5521,0,15420,87,3,1,2,1124,642
2021-05-15,84,5540,0,14453,70,1,8,2,1079,664
2021-05-16,98,5457,0,16738,63,5,10,9,1065,438
2021-05-17,114,5854,0,14462,83,13,11,2,1339,400
2021-05-18,134,5848,0,13749,69,7,8,4,1345,626
2021-05-19,122,5605,0,13034,72,5,12,8,1289,373
2021-05-20,127,5459,0,12561,75,9,3,4,1351,421
2021-05-21,138,5430,0,11885,63,6,6,6,1263,354
2021-05-22,88,5564,0,11862,61,12,3,8,1144,288
2021-05-23,65,5274,0,12256,80,9,6,12,1135,388
2021-05-24,120,6094,0,12086,67,7,5,5,1390,747
2021-05-25,92,5628,0,11715,84,6,4,11,1319,631
2021-05-26,104,5730,0,10903,65,2,9,9,1243,627
2021-05-27,99,5710,0,10517,36,5,2,5,1215,1136
2021-05-28,87,5844,0,10367,53,5,5,4,1230,726
2021-05-29,85,6344,0,10347,50,3,9,3,955,567
2021-05-30,89,5537,0,10483,51,5,1,7,980,619
2021-05-31,81,5515,0,10713,43,3,8,4,1194,522
2021-06-01,95,9585,0,12294,60,9,73,7,1249,613
2021-06-02,119,9358,0,10430,63,8,37,4,1263,658
2021-06-03,114,5942,0,9313,56,6,25,2,1213,693
2021-06-04,84,5623,0,9272,50,6,9,2,1107,806
2021-06-05,76,4915,0,8944,59,4,4,5,1021,803
2021-06-06,85,5826,0,9881,38,3,7,5,1022,1113
2021-06-07,75,5489,0,8562,58,5,3,1,1308,1022
2021-06-08,100,5435,0,7998,53,6,5,4,1209,519
2021-06-09,94,5331,0,8031,41,3,8,7,1267,992
2021-06-10,90,5448,0,7931,49,4,7,3,1245,473
2021-06-11,78,4832,0,7895,21,3,3,3,1208,319
2021-06-12,79,5074,0,7632,35,2,21,12,931,343
2021-06-13,76,4887,0,7981,29,4,4,5,963,367
2021-06-14,97,5388,0,8423,53,6,5,4,1288,428
2021-06-15,101,5213,0,9062,66,7,3,3,1285,389
2021-06-16,105,5143,0,8451,53,0,6,5,1199,342
2021-06-17,104,5081,0,8207,38,5,5,5,1183,327
2021-06-18,90,4883,0,7805,50,5,4,2,1108,301
2021-06-19,68,4528,0,8167,44,7,1,4,1018,296
2021-06-20,87,4634,0,8957,43,4,2,6,940,351
2021-06-21,126,4991,0,8096,49,4,5,9,1243,378
2021-06-22,99,4960,0,7824,34,2,2,2,1291,313
2021-06-23,116,5280,0,7789,32,4,8,4,1321,311
2021-06-24,89,5272,0,7960,39,12,9,10,1226,272
2021-06-25,72,4996,0,7880,33,4,5,9,1027,870
2021-06-26,71,4907,0,8504,27,0,4,1,912,883
2021-06-27,94,4675,0,9400,39,6,7,6,943,680
2021-06-28,110,5093,0,9682,44,3,2,2,1099,585
2021-06-29,77,5131,0,9150,35,3,3,11,1234,372
2021-06-30,91,5090,0,8544,52,3,6,5,1071,350
2021-07-01,103,5487,0,8081,48,5,4,8,1124,334
2021-07-02,94,5065,0,8456,40,3,3,7,951,2876
2021-07-03,60,4807,0,8033,33,5,9,0,854,2062
2021-07-04,83,4722,0,9242,29,4,4,5,843,1663
2021-07-05,89,5054,0,8707,29,7,3,9,1014,1246
2021-07-06,71,5328,0,9043,53,7,1,14,1081,1060
2021-07-07,108,5094,0,8043,47,3,3,8,1074,729
2021-07-08,78,5188,0,10064,60,3,6,6,1113,713
2021-07-09,96,5090,0,8896,40,8,3,7,935,639
2021-07-10,79,4951,0,8961,63,7,7,3,786,517
2021-07-11,79,4606,0,8244,41,7,3,0,876,338
2021-07-12,73,5160,0,11939,45,2,1,4,1012,410
2021-07-13,79,5410,0,10376,60,5,0,3,1157,483
2021-07-14,88,5129,0,9206,37,1,2,17,1032,354
2021-07-15,82,5380,0,9721,42,8,2,6,969,287
2021-07-16,62,5377,0,10829,59,4,7,4,915,302
2021-07-17,56,4667,0,11478,48,7,5,2,823,2294
2021-07-18,89,4695,0,12142,71,1,3,9,797,576
2021-07-19,67,4968,0,12419,68,0,10,4,1003,302
2021-07-20,86,5172,0,11907,71,2,21,10,1044,391
2021-07-21,71,5196,0,12160,78,5,40,7,928,352
2021-07-22,69,5404,0,12356,71,4,15,7,1068,400
2021-07-23,71,5337,0,12517,80,5,12,9,979,351
2021-07-24,53,4865,0,11584,60,6,7,6,825,300
2021-07-25,69,5147,0,12629,69,3,2,5,909,427
2021-07-26,70,5832,0,11151,99,4,8,6,1095,360
2021-07-27,64,5354,0,11423,72,11,5,4,1069,324
2021-07-28,88,5442,0,12244,102,9,7,6,1383,354
2021-07-29,71,5364,0,12865,94,6,9,7,1106,381
2021-07-30,54,5109,0,13660,123,3,1,2,1011,286
2021-07-31,66,5020,0,13758,123,1,2,17,986,330
2021-08-01,53,4997,0,13868,107,3,5,2,929,333
2021-08-02,74,5514,0,13199,101,2,3,13,1119,347
2021-08-03,80,5398,0,13398,147,6,3,10,1084,372
2021-08-04,82,5273,0,15075,155,2,5,8,1074,354
2021-08-05,59,5224,0,15453,189,3,4,9,1149,422
2021-08-06,63,5085,0,14723,192,7,0,5,1136,366
2021-08-07,49,4694,0,14686,156,2,5,9,1007,424
2021-08-08,57,4800,0,15498,157,6,0,4,931,454
2021-08-09,77,5401,0,14677,214,8,3,11,1277,473
2021-08-10,75,6168,0,15236,219,6,4,6,1222,398
2021-08-11,84,5719,0,15315,211,6,5,6,1474,418
2021-08-12,75,5425,0,16047,212,5,6,7,1231,438
2021-08-13,82,5342,0,15870,228,1,3,6,1147,416
2021-08-14,62,5026,0,15255,228,5,2,6,1080,390
2021-08-15,69,5003,0,15106,159,4,4,6,974,470
2021-08-16,81,5568,0,12742,176,2,3,7,1110,348
2021-08-17,69,5485,0,12442,149,4,5,15,1272,315
2021-08-18,80,5453,0,13382,182,7,5,7,1326,337
2021-08-19,69,5537,0,13781,165,1,7,6,1252,457
2021-08-20,105,5046,0,14148,179,3,9,5,1267,463
2021-08-21,84,4901,0,14533,124,6,9,10,1177,479
2021-08-22,97,4938,0,14659,166,6,1,10,1112,485
2021-08-23,96,5681,0,15322,188,6,0,10,1290,509
2021-08-24,80,5898,0,15900,238,5,2,5,1356,469
2021-08-25,77,5648,0,15698,202,5,1,10,1334,572
2021-08-26,64,5594,0,14441,195,5,3,12,1436,484
2021-08-27,69,5407,0,13319,136,7,4,16,1300,429
2021-08-28,59,4914,0,13252,156,6,1,5,1022,388
2021-08-29,60,4750,0,14068,133,8,5,8,1042,454
2021-08-30,60,5349,0,13910,145,1,6,10,1152,425
2021-08-31,89,5414,0,13288,218,4,19,5,1266,393
2021-09-01,91,5712,0,13122,178,4,7,11,1253,355
2021-09-02,87,5603,0,13252,134,7,4,7,1258,317
2021-09-03,76,5661,0,12137,151,3,3,4,1257,301
2021-09-04,64,5138,0,12765,117,1,0,5,986,321
2021-09-05,64,4977,0,13259,122,7,5,3,1014,343
2021-09-06,72,5373,0,13170,124,6,7,2,1137,337
2021-09-07,87,5587,0,12753,172,7,8,5,1226,351
2021-09-08,79,5344,0,13753,187,3,8,3,1249,425
2021-09-09,101,5271,0,13118,181,4,7,3,1428,377
2021-09-10,83,5148,0,14155,209,6,2,1,1310,551
2021-09-11,60,5111,0,11871,140,2,1,3,1009,310
2021-09-12,60,5046,0,11676,173,4,7,11,957,388
2021-09-13,84,5375,0,12694,247,5,5,3,1429,387
2021-09-14,68,5636,0,12326,144,3,3,3,1327,368
2021-09-15,85,5476,0,12259,138,5,4,6,1278,304
2021-09-16,106,5519,0,11991,132,2,5,1,1293,332
2021-09-17,64,5492,0,10990,109,1,2,1,1246,318
2021-09-18,49,5391,0,10057,79,4,3,5,1004,285
2021-09-19,72,5146,0,10729,97,6,0,3,992,354
2021-09-20,47,5212,0,19839,86,4,1,3,1184,355
2021-09-21,92,5596,0,32010,105,5,7,2,1243,490
2021-09-22,78,5674,0,18783,65,4,3,2,1321,375
2021-09-23,85,6162,0,13328,94,3,1,0,1195,290
2021-09-24,94,6632,0,11094,64,6,4,3,1111,248
2021-09-25,69,5314,0,10226,56,1,3,3,988,245
2021-09-26,75,5312,0,10085,77,1,3,3,932,268
2021-09-27,82,5693,0,9749,86,5,3,2,1106,256
2021-09-28,64,5807,0,9355,69,4,0,4,1184,287
2021-09-29,115,5915,0,9272,66,7,3,5,1178,243
2021-09-30,70,5597,0,9313,77,1,3,4,1109,218
2021-10-01,80,5139,0,9089,64,4,4,5,1078,254
2021-10-02,69,5034,0,11370,104,5,2,0,874,212
2021-10-03,62,5384,0,10359,100,6,3,5,876,237
2021-10-04,77,6045,0,9056,78,3,1,1,1183,233
2021-10-05,74,5551,0,8353,92,5,4,4,1151,218
2021-10-06,83,5866,0,7864,85,6,6,4,1286,242
2021-10-07,91,5780,0,7618,111,5,2,2,1197,216
2021-10-08,58,5098,0,7301,86,8,5,6,1061,230
2021-10-09,62,4971,0,6689,92,2,3,2,830,155
2021-10-10,50,5090,0,7234,100,3,2,2,919,189
2021-10-11,92,5277,0,7202,62,4,3,0,1068,213
2021-10-12,73,5348,0,7740,100,1,3,3,1164,252
2021-10-13,65,5150,0,7340,75,4,2,5,1016,213
2021-10-14,69,4892,0,7385,97,2,0,1,1062,227
2021-10-15,46,4544,0,6990,63,3,1,2,908,187
2021-10-16,46,4537,0,6298,51,4,1,2,860,195
2021-10-17,63,4467,0,6788,71,5,3,1,1073,220
2021-10-18,78,4768,0,7187,73,11,2,2,1111,224
2021-10-19,78,4503,0,7490,78,7,4,2,1162,265
2021-10-20,84,4630,0,7710,73,4,1,1,1121,225
2021-10-21,81,4852,0,7983,77,4,6,1,1232,287
2021-10-22,73,4639,0,6947,50,2,2,1,1058,247
2021-10-23,61,4304,0,6726,60,4,2,2,846,276
2021-10-24,51,4384,0,6974,47,5,0,3,857,290
2021-10-25,82,4959,0,7504,69,3,5,2,1036,318
2021-10-26,68,5002,0,7356,50,6,2,1,1167,280
2021-10-27,80,5044,0,7233,54,2,1,6,1217,265
2021-10-28,68,4954,0,6729,58,8,3,3,1248,215
2021-10-29,60,4296,0,6580,56,8,3,3,981,218
2021-10-30,67,4171,0,6822,44,7,2,1,900,255
2021-10-31,56,4231,0,6676,43,6,6,6,813,251
2021-11-01,96,4462,0,10654,79,7,2,4,1023,285
2021-11-02,83,4570,0,8405,73,3,8,4,1104,257
2021-11-03,89,4300,0,6600,55,10,5,5,1061,232
2021-11-04,92,4450,0,6856,58,24,5,4,948,205
2021-11-05,90,4218,0,6761,66,8,4,1,931,216
2021-11-06,78,4101,0,6178,45,7,1,4,741,205
2021-11-07,101,4444,0,6480,71,4,1,2,879,217
2021-11-08,91,4875,0,6623,67,11,2,5,1026,264
2021-11-09,90,5178,0,6855,47,8,12,6,1074,246
2021-11-10,76,5019,0,6904,63,13,5,7,1062,250
2021-11-11,72,4863,0,8536,45,10,3,6,1043,258
2021-11-12,73,4916,0,7112,70,7,4,2,963,221
2021-11-13,70,4731,0,6506,59,4,4,1,936,204
2021-11-14,62,4796,0,8670,57,5,7,2,950,282
